Chidamber-Kemerer metrics,Wed, 13 May 2020 15:07:25 CEST
Class,CBO,DIT,LCOM,NOC,RFC,WMC
"org.jabref.gui.WaitForSaveFinishedDialog",4,0,1,0,4,6
"org.jabref.gui.actions.Action",n/a,n/a,n/a,n/a,4,n/a
"org.jabref.gui.actions.ActionFactory",23,0,1,0,14,14
"org.jabref.gui.actions.ActionHelper",24,0,2,0,5,2
"org.jabref.gui.actions.Actions",9,n/a,0,n/a,0,0
"org.jabref.gui.actions.BaseAction",n/a,n/a,n/a,n/a,1,n/a
"org.jabref.gui.actions.JabRefAction",8,0,3,0,13,10
"org.jabref.gui.actions.OldCommandWrapper",6,0,4,0,8,6
"org.jabref.gui.actions.OldCommandWrapperForActiveDatabase",6,0,4,0,9,5
"org.jabref.gui.actions.OldDatabaseCommandWrapper",5,0,3,0,9,6
"org.jabref.gui.actions.SimpleCommand",56,0,4,54,6,5
"org.jabref.gui.actions.Sources",2,n/a,0,n/a,0,0
"org.jabref.gui.actions.StandardActions",28,n/a,4,n/a,14,12
"org.jabref.gui.autocompleter.AppendPersonNamesStrategy",3,1,1,0,3,4
"org.jabref.gui.autocompleter.AppendWordsStrategy",4,0,1,1,4,4
"org.jabref.gui.autocompleter.AutoCompleteFirstNameMode",5,n/a,1,n/a,2,1
"org.jabref.gui.autocompleter.AutoCompletePreferences",13,0,6,0,16,14
"org.jabref.gui.autocompleter.AutoCompleteSuggestionProvider",n/a,n/a,n/a,n/a,1,n/a
"org.jabref.gui.autocompleter.AutoCompleteUpdater",6,0,1,0,6,4
"org.jabref.gui.autocompleter.AutoCompletionInput",4,0,2,0,3,3
"org.jabref.gui.autocompleter.AutoCompletionStrategy",n/a,n/a,n/a,n/a,1,n/a
"org.jabref.gui.autocompleter.AutoCompletionTextInputBinding",8,0,5,0,16,21
"org.jabref.gui.autocompleter.BibEntrySuggestionProvider",6,1,3,0,6,4
"org.jabref.gui.autocompleter.ContentSelectorSuggestionProvider",4,0,1,0,4,4
"org.jabref.gui.autocompleter.FieldValueSuggestionProvider",5,2,1,1,3,3
"org.jabref.gui.autocompleter.JournalsSuggestionProvider",8,3,0,0,5,1
"org.jabref.gui.autocompleter.PersonNameStringConverter",6,0,1,0,12,16
"org.jabref.gui.autocompleter.PersonNameSuggestionProvider",9,1,3,0,10,8
"org.jabref.gui.autocompleter.ReplaceStrategy",3,0,1,0,2,1
"org.jabref.gui.autocompleter.StringSuggestionProvider",3,1,2,2,3,3
"org.jabref.gui.autocompleter.SuggestionProvider",4,0,2,4,9,9
"org.jabref.gui.autocompleter.SuggestionProvider.SuggestionProviderString",1,1,2,0,3,6
"org.jabref.gui.autocompleter.SuggestionProviders",22,0,2,0,13,12
"org.jabref.gui.autocompleter.WordSuggestionProvider",5,2,1,0,3,4
"org.jabref.gui.auximport.AuxParserResultViewModel",5,0,1,0,12,5
"org.jabref.gui.auximport.FromAuxDialog",19,1,1,0,25,6
"org.jabref.gui.auximport.NewSubLibraryAction",6,1,1,0,5,2
"org.jabref.gui.bibtexextractor.BibtexExtractor",4,0,1,0,12,24
"org.jabref.gui.bibtexextractor.BibtexExtractorViewModel",14,0,1,0,16,5
"org.jabref.gui.bibtexextractor.ExtractBibtexAction",6,1,1,0,5,2
"org.jabref.gui.bibtexextractor.ExtractBibtexDialog",10,1,1,0,8,2
"org.jabref.gui.bibtexkeypattern.BibtexKeyPatternAction",6,1,1,0,6,2
"org.jabref.gui.bibtexkeypattern.BibtexKeyPatternDialog",10,1,1,0,13,3
"org.jabref.gui.bibtexkeypattern.BibtexKeyPatternPanel",16,0,1,0,25,18
"org.jabref.gui.bibtexkeypattern.BibtexKeyPatternTableItemModel",5,0,2,0,7,7
"org.jabref.gui.bibtexkeypattern.BibtexKeyPatternTableView",12,0,2,0,17,9
"org.jabref.gui.bibtexkeypattern.BibtexKeyPatternTableView.HighlightTableRow",4,0,1,0,3,4
"org.jabref.gui.bibtexkeypattern.BibtexKeyPatternTableViewModel",7,0,1,0,11,11
"org.jabref.gui.bibtexkeypattern.BibtexKeyPatternTableViewModel.DefaultEntryType",4,0,2,0,3,2
"org.jabref.gui.bibtexkeypattern.GenerateBibtexKeyAction",13,0,1,0,25,16
"org.jabref.gui.bibtexkeypattern.GenerateBibtexKeySingleAction",10,1,1,0,10,4
"org.jabref.gui.cleanup.CleanupAction",18,0,1,0,32,20
"org.jabref.gui.cleanup.CleanupDialog",7,1,0,0,4,2
"org.jabref.gui.cleanup.CleanupPresetPanel",8,0,1,0,15,16
"org.jabref.gui.cleanup.FieldFormatterCleanupsPanel",19,0,1,0,35,16
"org.jabref.gui.cleanup.FieldFormatterCleanupsPanel.EnablementStatusListener",1,0,1,0,3,3
"org.jabref.gui.collab.ChangeDisplayDialog",7,1,1,0,9,10
"org.jabref.gui.collab.ChangeScanner",23,0,1,0,27,10
"org.jabref.gui.collab.DatabaseChangeListener",n/a,n/a,n/a,n/a,1,n/a
"org.jabref.gui.collab.DatabaseChangeMonitor",9,0,1,0,8,5
"org.jabref.gui.collab.DatabaseChangePane",9,0,1,0,7,2
"org.jabref.gui.collab.DatabaseChangeViewModel",16,0,3,10,8,6
"org.jabref.gui.collab.EntryAddChangeViewModel",14,1,1,0,18,3
"org.jabref.gui.collab.EntryChangeViewModel",11,1,1,0,19,5
"org.jabref.gui.collab.EntryDeleteChangeViewModel",12,1,1,0,15,3
"org.jabref.gui.collab.GroupChangeViewModel",12,1,1,0,22,8
"org.jabref.gui.collab.MetaDataChangeViewModel",7,1,1,0,8,4
"org.jabref.gui.collab.PreambleChangeViewModel",9,1,1,0,12,5
"org.jabref.gui.collab.StringAddChangeViewModel",9,1,1,0,11,3
"org.jabref.gui.collab.StringChangeViewModel",7,1,1,0,10,3
"org.jabref.gui.collab.StringNameChangeViewModel",8,1,1,0,12,4
"org.jabref.gui.collab.StringRemoveChangeViewModel",8,1,1,0,12,3
"org.jabref.gui.contentselector.ContentSelectorDialogView",8,1,1,0,23,13
"org.jabref.gui.contentselector.ContentSelectorDialogViewModel",12,1,3,0,40,34
"org.jabref.gui.contentselector.ManageContentSelectorAction",7,1,1,0,6,2
"org.jabref.gui.copyfiles.CopyFilesAction",17,1,1,0,17,4
"org.jabref.gui.copyfiles.CopyFilesDialogView",10,1,1,0,7,5
"org.jabref.gui.copyfiles.CopyFilesDialogViewModel",4,1,1,0,3,2
"org.jabref.gui.copyfiles.CopyFilesResultItemViewModel",8,0,3,0,5,6
"org.jabref.gui.copyfiles.CopyFilesResultListDependency",4,0,1,0,4,4
"org.jabref.gui.copyfiles.CopyFilesTask",11,0,1,0,10,11
"org.jabref.gui.copyfiles.CopySingleFileAction",11,0,1,0,14,5
"org.jabref.gui.customentrytypes.CustomEntryTypeDialogViewModel",16,0,7,0,30,22
"org.jabref.gui.customentrytypes.CustomEntryTypeDialogViewModel.FieldType",4,n/a,1,n/a,4,3
"org.jabref.gui.customentrytypes.CustomizeEntryAction",8,1,1,0,6,2
"org.jabref.gui.customentrytypes.CustomizeEntryTypeDialogView",16,1,1,0,23,6
"org.jabref.gui.customentrytypes.FieldViewModel",6,0,5,0,11,11
"org.jabref.gui.customizefields.CustomizeGeneralFieldsDialogView",9,1,1,0,13,5
"org.jabref.gui.customizefields.CustomizeGeneralFieldsDialogViewModel",9,0,1,0,15,10
"org.jabref.gui.customizefields.SetupGeneralFieldsAction",4,1,1,0,3,1
"org.jabref.gui.customjfx.CustomJFXPanel",3,0,1,0,3,1
"org.jabref.gui.desktop.JabRefDesktop",42,0,4,0,33,35
"org.jabref.gui.desktop.os.DefaultDesktop",2,0,7,0,8,7
"org.jabref.gui.desktop.os.Linux",8,0,5,0,12,17
"org.jabref.gui.desktop.os.NativeDesktop",n/a,n/a,n/a,n/a,8,n/a
"org.jabref.gui.desktop.os.OSX",4,0,6,0,9,9
"org.jabref.gui.desktop.os.Windows",6,0,5,0,12,13
"org.jabref.gui.dialogs.AutosaveUIManager",6,0,1,0,4,2
"org.jabref.gui.dialogs.BackupUIManager",6,0,1,0,5,3
"org.jabref.gui.documentviewer.DocumentPageViewModel",5,0,3,1,3,0
"org.jabref.gui.documentviewer.DocumentViewModel",4,0,2,1,3,2
"org.jabref.gui.documentviewer.DocumentViewerControl",6,0,1,0,18,18
"org.jabref.gui.documentviewer.DocumentViewerControl.DocumentViewerPage",4,0,2,0,14,9
"org.jabref.gui.documentviewer.DocumentViewerView",10,1,1,0,34,14
"org.jabref.gui.documentviewer.DocumentViewerViewModel",9,1,5,0,20,18
"org.jabref.gui.documentviewer.PageDimension",4,0,4,2,8,4
"org.jabref.gui.documentviewer.PageDimension.FixedHeightPageDimension",1,1,1,0,3,3
"org.jabref.gui.documentviewer.PageDimension.FixedWidthPageDimension",1,1,1,0,3,3
"org.jabref.gui.documentviewer.PdfDocumentPageViewModel",2,1,2,0,8,5
"org.jabref.gui.documentviewer.PdfDocumentViewModel",4,1,1,0,7,3
"org.jabref.gui.documentviewer.ShowDocumentViewerAction",3,1,1,0,2,1
"org.jabref.gui.duplicationFinder.DuplicateResolverDialog",12,1,1,0,9,13
"org.jabref.gui.duplicationFinder.DuplicateResolverDialog.DuplicateResolverResult",4,n/a,0,n/a,0,0
"org.jabref.gui.duplicationFinder.DuplicateResolverDialog.DuplicateResolverType",4,n/a,0,n/a,0,0
"org.jabref.gui.duplicationFinder.DuplicateSearch",25,1,1,0,38,25
"org.jabref.gui.duplicationFinder.DuplicateSearch.DuplicateSearchResult",2,0,1,0,6,6
"org.jabref.gui.edit.CopyBibTeXKeyAndLinkAction",13,0,1,0,11,7
"org.jabref.gui.edit.CopyDoiUrlAction",8,1,1,0,7,3
"org.jabref.gui.edit.ManageKeywordsAction",8,1,1,0,9,2
"org.jabref.gui.edit.ManageKeywordsDialog",11,1,1,0,10,4
"org.jabref.gui.edit.ManageKeywordsDisplayType",2,n/a,0,n/a,0,0
"org.jabref.gui.edit.ManageKeywordsViewModel",11,0,2,0,29,22
"org.jabref.gui.edit.MassSetFieldsAction",8,1,1,0,8,2
"org.jabref.gui.edit.MassSetFieldsDialog",13,1,1,0,17,19
"org.jabref.gui.edit.OpenBrowserAction",3,1,1,0,3,2
"org.jabref.gui.edit.ReplaceStringAction",4,1,1,0,4,2
"org.jabref.gui.edit.ReplaceStringView",7,1,1,0,13,4
"org.jabref.gui.edit.ReplaceStringViewModel",10,1,1,0,21,17
"org.jabref.gui.entryeditor.DeprecatedFieldsTab",16,2,1,0,8,3
"org.jabref.gui.entryeditor.EntryEditor",43,0,1,0,68,41
"org.jabref.gui.entryeditor.EntryEditorPreferences",13,0,11,0,14,14
"org.jabref.gui.entryeditor.EntryEditorTab",10,0,4,7,8,5
"org.jabref.gui.entryeditor.EntryEditorTabList",3,0,1,0,5,5
"org.jabref.gui.entryeditor.FieldsEditorTab",23,1,2,6,27,25
"org.jabref.gui.entryeditor.LatexCitationsTab",12,1,1,0,20,12
"org.jabref.gui.entryeditor.LatexCitationsTabViewModel",17,1,1,0,25,17
"org.jabref.gui.entryeditor.LatexCitationsTabViewModel.Status",1,n/a,0,n/a,0,0
"org.jabref.gui.entryeditor.MathSciNetTab",6,1,1,0,7,6
"org.jabref.gui.entryeditor.OptionalFields2Tab",16,2,1,0,8,3
"org.jabref.gui.entryeditor.OptionalFieldsTab",17,2,1,0,8,3
"org.jabref.gui.entryeditor.OtherFieldsTab",18,2,1,0,9,3
"org.jabref.gui.entryeditor.PreviewTab",11,1,1,0,13,8
"org.jabref.gui.entryeditor.RelatedArticlesTab",13,1,1,0,22,10
"org.jabref.gui.entryeditor.RequiredFieldsTab",18,2,1,0,9,4
"org.jabref.gui.entryeditor.SourceTab",31,1,2,0,47,26
"org.jabref.gui.entryeditor.SourceTab.EditAction",3,1,1,0,2,6
"org.jabref.gui.entryeditor.SourceTab.InputMethodRequestsObject",1,0,4,0,4,4
"org.jabref.gui.entryeditor.UserDefinedFieldsTab",14,2,1,0,4,2
"org.jabref.gui.entryeditor.fileannotationtab.FileAnnotationTab",7,1,2,0,6,3
"org.jabref.gui.entryeditor.fileannotationtab.FileAnnotationTabView",8,0,2,0,18,4
"org.jabref.gui.entryeditor.fileannotationtab.FileAnnotationTabViewModel",12,1,3,0,20,11
"org.jabref.gui.entryeditor.fileannotationtab.FileAnnotationViewModel",7,0,4,0,23,20
"org.jabref.gui.errorconsole.ErrorConsoleView",14,1,1,0,17,11
"org.jabref.gui.errorconsole.ErrorConsoleViewModel",10,1,2,0,21,8
"org.jabref.gui.errorconsole.LogEventViewModel",6,0,1,0,11,12
"org.jabref.gui.exporter.CreateModifyExporterDialogView",8,1,1,0,10,4
"org.jabref.gui.exporter.CreateModifyExporterDialogViewModel",13,1,1,0,22,10
"org.jabref.gui.exporter.ExportCommand",22,1,1,0,37,6
"org.jabref.gui.exporter.ExportCustomizationDialogView",9,1,1,0,11,2
"org.jabref.gui.exporter.ExportCustomizationDialogViewModel",8,1,1,0,13,12
"org.jabref.gui.exporter.ExportToClipboardAction",18,1,1,0,26,12
"org.jabref.gui.exporter.ExportToClipboardAction.ExportResult",2,0,0,0,1,1
"org.jabref.gui.exporter.ExporterViewModel",7,0,4,0,9,5
"org.jabref.gui.exporter.ManageCustomExportsAction",3,1,1,0,2,1
"org.jabref.gui.exporter.SaveAllAction",7,1,1,0,9,4
"org.jabref.gui.exporter.SaveDatabaseAction",30,0,1,0,74,24
"org.jabref.gui.exporter.SaveDatabaseAction.SaveDatabaseMode",2,n/a,0,n/a,0,0
"org.jabref.gui.exporter.WriteXMPAction",12,1,1,0,24,15
"org.jabref.gui.exporter.WriteXMPAction.OptionsDialog",3,1,2,0,7,7
"org.jabref.gui.externalfiles.AutoLinkFilesAction",14,1,1,0,15,6
"org.jabref.gui.externalfiles.AutoSetFileLinksUtil",20,0,1,0,18,10
"org.jabref.gui.externalfiles.DownloadFullTextAction",16,1,1,0,30,13
"org.jabref.gui.externalfiles.ExternalFilesEntryLinker",14,0,1,0,20,11
"org.jabref.gui.externalfiles.FileDownloadTask",4,1,1,0,7,2
"org.jabref.gui.externalfiles.FindUnlinkedFilesAction",7,1,1,0,8,2
"org.jabref.gui.externalfiles.FindUnlinkedFilesDialog",23,1,1,0,41,23
"org.jabref.gui.externalfiles.FindUnlinkedFilesDialog.FileNodeWrapper",2,0,0,0,2,2
"org.jabref.gui.externalfiles.ImportHandler",28,0,1,0,28,16
"org.jabref.gui.externalfiletype.CustomExternalFileType",9,0,2,0,25,28
"org.jabref.gui.externalfiletype.CustomizeExternalFileTypesDialog",10,1,1,0,14,5
"org.jabref.gui.externalfiletype.CustomizeExternalFileTypesViewModel",9,0,1,0,17,9
"org.jabref.gui.externalfiletype.EditExternalFileTypeEntryDialog",9,1,1,0,17,4
"org.jabref.gui.externalfiletype.EditExternalFileTypeViewModel",3,0,3,0,19,12
"org.jabref.gui.externalfiletype.EditExternalFileTypesAction",5,1,1,0,3,1
"org.jabref.gui.externalfiletype.ExternalFileType",n/a,n/a,n/a,n/a,7,n/a
"org.jabref.gui.externalfiletype.ExternalFileTypes",54,0,3,0,30,40
"org.jabref.gui.externalfiletype.StandardExternalFileType",7,n/a,5,n/a,7,6
"org.jabref.gui.externalfiletype.UnknownExternalFileType",9,0,5,0,7,7
"org.jabref.gui.fieldeditors.AbstractEditorViewModel",31,1,3,11,14,7
"org.jabref.gui.fieldeditors.BibtexKeyEditor",15,0,2,0,15,4
"org.jabref.gui.fieldeditors.BibtexKeyEditorViewModel",9,2,1,0,4,2
"org.jabref.gui.fieldeditors.ContextMenuAddable",n/a,n/a,n/a,n/a,1,n/a
"org.jabref.gui.fieldeditors.DateEditor",9,0,2,0,9,4
"org.jabref.gui.fieldeditors.DateEditorViewModel",7,2,1,0,3,6
"org.jabref.gui.fieldeditors.EditorTextArea",9,0,3,0,9,6
"org.jabref.gui.fieldeditors.EditorTextArea.PasteActionHandler",n/a,n/a,n/a,n/a,1,n/a
"org.jabref.gui.fieldeditors.EditorTextField",7,0,2,0,6,4
"org.jabref.gui.fieldeditors.EditorTypeEditorViewModel",6,4,2,0,7,3
"org.jabref.gui.fieldeditors.EditorValidator",9,0,1,0,4,3
"org.jabref.gui.fieldeditors.FieldEditorFX",n/a,n/a,n/a,n/a,6,n/a
"org.jabref.gui.fieldeditors.FieldEditors",40,0,1,0,34,22
"org.jabref.gui.fieldeditors.FieldNameLabel",2,0,0,0,2,1
"org.jabref.gui.fieldeditors.GenderEditorViewModel",6,4,2,0,7,3
"org.jabref.gui.fieldeditors.IdentifierEditor",16,0,2,0,21,8
"org.jabref.gui.fieldeditors.IdentifierEditorViewModel",17,2,3,0,21,11
"org.jabref.gui.fieldeditors.JournalEditor",14,0,2,0,15,5
"org.jabref.gui.fieldeditors.JournalEditorViewModel",7,2,1,0,5,5
"org.jabref.gui.fieldeditors.KeywordsEditor",7,1,1,0,3,2
"org.jabref.gui.fieldeditors.LinkedEntriesEditor",12,0,2,0,15,4
"org.jabref.gui.fieldeditors.LinkedEntriesEditorViewModel",11,2,4,0,9,8
"org.jabref.gui.fieldeditors.LinkedFileViewModel",30,1,3,0,79,56
"org.jabref.gui.fieldeditors.LinkedFilesEditor",24,0,5,0,59,26
"org.jabref.gui.fieldeditors.LinkedFilesEditorViewModel",29,2,2,0,51,23
"org.jabref.gui.fieldeditors.MapBasedEditorViewModel",10,3,1,6,7,8
"org.jabref.gui.fieldeditors.MonthEditorViewModel",8,3,3,0,7,9
"org.jabref.gui.fieldeditors.OptionEditor",6,0,2,0,9,4
"org.jabref.gui.fieldeditors.OptionEditorViewModel",7,2,3,2,5,1
"org.jabref.gui.fieldeditors.OwnerEditor",11,0,2,0,12,5
"org.jabref.gui.fieldeditors.OwnerEditorViewModel",6,2,1,0,4,2
"org.jabref.gui.fieldeditors.PaginationEditorViewModel",6,4,2,0,7,3
"org.jabref.gui.fieldeditors.PatentTypeEditorViewModel",6,4,2,0,7,3
"org.jabref.gui.fieldeditors.PersonsEditor",16,0,3,0,19,5
"org.jabref.gui.fieldeditors.PersonsEditorViewModel",10,2,3,0,8,4
"org.jabref.gui.fieldeditors.SimpleEditor",17,0,3,1,17,7
"org.jabref.gui.fieldeditors.SimpleEditorViewModel",7,2,1,0,3,2
"org.jabref.gui.fieldeditors.TextInputControlBehavior",4,0,3,0,4,23
"org.jabref.gui.fieldeditors.TypeEditorViewModel",6,4,2,0,7,3
"org.jabref.gui.fieldeditors.URLUtil",3,0,3,0,6,15
"org.jabref.gui.fieldeditors.UrlEditor",16,0,2,0,17,5
"org.jabref.gui.fieldeditors.UrlEditorViewModel",10,2,2,0,8,5
"org.jabref.gui.fieldeditors.YesNoEditorViewModel",5,4,2,0,6,3
"org.jabref.gui.fieldeditors.contextmenu.CaseChangeMenu",6,0,0,0,7,2
"org.jabref.gui.fieldeditors.contextmenu.ClearField",2,0,0,0,2,1
"org.jabref.gui.fieldeditors.contextmenu.ConversionMenu",4,0,0,0,6,2
"org.jabref.gui.fieldeditors.contextmenu.EditorMenus",16,0,2,0,15,4
"org.jabref.gui.fieldeditors.contextmenu.ProtectedTermsMenu",7,0,1,0,8,5
"org.jabref.gui.filelist.AttachFileAction",19,1,1,0,22,3
"org.jabref.gui.filelist.FileListEntry",2,0,1,0,14,15
"org.jabref.gui.filelist.LinkedFileEditDialogView",10,1,1,0,12,4
"org.jabref.gui.filelist.LinkedFilesEditDialogViewModel",13,1,2,0,27,15
"org.jabref.gui.groups.GroupDescriptions",8,0,2,0,12,16
"org.jabref.gui.groups.GroupDialogView",11,1,1,0,46,6
"org.jabref.gui.groups.GroupDialogViewModel",32,0,3,0,88,68
"org.jabref.gui.groups.GroupModeViewModel",4,0,1,0,5,7
"org.jabref.gui.groups.GroupNodeViewModel",27,0,8,0,73,45
"org.jabref.gui.groups.GroupSidePane",13,1,5,0,20,12
"org.jabref.gui.groups.GroupTreeNodeViewModel",17,0,1,0,48,36
"org.jabref.gui.groups.GroupTreeView",18,0,1,0,40,27
"org.jabref.gui.groups.GroupTreeView.DragExpansionHandler",2,0,1,0,1,3
"org.jabref.gui.groups.GroupTreeViewModel",17,1,4,0,47,28
"org.jabref.gui.groups.GroupViewMode",5,n/a,0,n/a,0,0
"org.jabref.gui.groups.MoveGroupChange",2,0,4,0,5,5
"org.jabref.gui.groups.UndoableAddOrRemoveGroup",6,1,1,0,18,22
"org.jabref.gui.groups.UndoableChangeEntriesOfGroup",5,0,1,0,6,4
"org.jabref.gui.groups.UndoableModifySubtree",5,1,2,0,11,7
"org.jabref.gui.groups.UndoableMoveGroup",6,1,2,0,14,4
"org.jabref.gui.help.AboutAction",3,1,1,0,2,1
"org.jabref.gui.help.AboutDialogView",8,1,1,0,21,10
"org.jabref.gui.help.AboutDialogViewModel",9,1,8,0,32,24
"org.jabref.gui.help.ErrorConsoleAction",3,1,1,0,2,1
"org.jabref.gui.help.HelpAction",19,1,1,0,6,5
"org.jabref.gui.help.NewVersionDialog",8,1,0,0,7,3
"org.jabref.gui.help.SearchForUpdateAction",7,1,1,0,6,2
"org.jabref.gui.help.VersionWorker",9,0,1,0,13,9
"org.jabref.gui.icon.IconTheme",65,0,2,0,11,12
"org.jabref.gui.icon.IconTheme.JabRefIcons",62,n/a,1,n/a,13,9
"org.jabref.gui.icon.InternalMaterialDesignIcon",5,0,1,0,12,11
"org.jabref.gui.icon.JabRefIcon",n/a,n/a,n/a,n/a,4,n/a
"org.jabref.gui.icon.JabRefIconView",2,0,2,0,8,7
"org.jabref.gui.icon.JabRefMaterialDesignIcon",1,n/a,2,n/a,3,3
"org.jabref.gui.importer.AppendDatabaseDialog",3,1,1,0,7,6
"org.jabref.gui.importer.ImportAction",23,0,1,0,32,16
"org.jabref.gui.importer.ImportCommand",14,1,1,0,21,5
"org.jabref.gui.importer.ImportCustomEntryTypesDialog",8,1,1,0,7,5
"org.jabref.gui.importer.ImportCustomEntryTypesDialogViewModel",7,0,3,0,9,9
"org.jabref.gui.importer.ImportCustomizationDialog",10,1,1,0,12,2
"org.jabref.gui.importer.ImportCustomizationDialogViewModel",13,1,1,0,21,12
"org.jabref.gui.importer.ImportEntriesDialog",25,1,1,0,25,14
"org.jabref.gui.importer.ImportEntriesViewModel",19,1,2,0,32,25
"org.jabref.gui.importer.ManageCustomImportsAction",4,1,1,0,4,2
"org.jabref.gui.importer.NewDatabaseAction",4,1,1,0,5,2
"org.jabref.gui.importer.NewEntryAction",12,1,1,0,13,7
"org.jabref.gui.importer.ParserResultWarningDialog",6,0,1,0,10,7
"org.jabref.gui.importer.UnlinkedFilesCrawler",6,1,1,0,9,11
"org.jabref.gui.importer.UnlinkedPDFFileFilter",5,0,1,0,5,2
"org.jabref.gui.importer.actions.AppendDatabaseAction",34,0,1,0,55,19
"org.jabref.gui.importer.actions.CheckForNewEntryTypesAction",12,0,1,0,11,4
"org.jabref.gui.importer.actions.GUIPostOpenAction",n/a,n/a,n/a,n/a,2,n/a
"org.jabref.gui.importer.actions.MergeReviewIntoCommentAction",8,0,2,0,10,3
"org.jabref.gui.importer.actions.MergeReviewIntoCommentConfirmationDialog",4,0,1,0,4,2
"org.jabref.gui.importer.actions.OpenDatabaseAction",26,1,1,0,49,24
"org.jabref.gui.importer.fetcher.LookupIdentifierAction",20,1,1,0,18,12
"org.jabref.gui.importer.fetcher.WebSearchPane",16,1,4,0,24,8
"org.jabref.gui.importer.fetcher.WebSearchPaneViewModel",15,0,2,0,21,11
"org.jabref.gui.integrity.IntegrityCheckAction",17,1,1,0,18,6
"org.jabref.gui.integrity.IntegrityCheckDialog",6,1,2,0,9,16
"org.jabref.gui.integrity.IntegrityCheckDialogViewModel",3,1,1,0,2,2
"org.jabref.gui.journals.AbbreviateAction",14,0,1,0,17,4
"org.jabref.gui.journals.AbbreviationType",3,n/a,0,n/a,0,0
"org.jabref.gui.journals.AbbreviationViewModel",4,0,5,0,18,17
"org.jabref.gui.journals.AbbreviationsFileViewModel",6,0,1,0,14,14
