Chidamber-Kemerer metrics,Wed, 13 May 2020 14:56:17 CEST
Class,CBO,DIT,LCOM,NOC,RFC,WMC
"net.sf.jabref.gui.importer.ZipFileChooser.ZipFileChooserTableModel",2,0,3,0,8,10
"net.sf.jabref.gui.importer.actions.AppendDatabaseAction",32,0,1,0,56,20
"net.sf.jabref.gui.importer.actions.CheckForNewEntryTypesAction",13,0,2,0,14,7
"net.sf.jabref.gui.importer.actions.ConvertLegacyExplicitGroups",11,0,1,0,12,10
"net.sf.jabref.gui.importer.actions.HandleDuplicateWarnings",6,0,2,0,5,3
"net.sf.jabref.gui.importer.actions.OpenDatabaseAction",33,1,1,0,57,35
"net.sf.jabref.gui.importer.actions.PostOpenAction",n/a,n/a,n/a,n/a,2,n/a
"net.sf.jabref.gui.importer.fetcher.ACMPortalFetcher",19,0,5,0,39,42
"net.sf.jabref.gui.importer.fetcher.ADSFetcher",13,0,4,0,21,14
"net.sf.jabref.gui.importer.fetcher.CiteSeerXFetcher",12,0,4,0,18,18
"net.sf.jabref.gui.importer.fetcher.DBLPFetcher",13,0,4,0,19,14
"net.sf.jabref.gui.importer.fetcher.DOAJFetcher",10,0,4,0,26,13
"net.sf.jabref.gui.importer.fetcher.DOItoBibTeXFetcher",10,0,5,0,12,6
"net.sf.jabref.gui.importer.fetcher.DiVAtoBibTeXFetcher",16,0,5,0,21,8
"net.sf.jabref.gui.importer.fetcher.EntryFetcher",n/a,n/a,n/a,n/a,4,n/a
"net.sf.jabref.gui.importer.fetcher.EntryFetchers",20,0,1,0,4,2
"net.sf.jabref.gui.importer.fetcher.GeneralFetcher",20,3,3,0,42,20
"net.sf.jabref.gui.importer.fetcher.GeneralFetcher.EntryFetcherComparator",2,0,1,0,2,1
"net.sf.jabref.gui.importer.fetcher.GeneralFetcher.FetcherAction",10,0,1,0,15,5
"net.sf.jabref.gui.importer.fetcher.GoogleScholarFetcher",16,0,7,0,36,37
"net.sf.jabref.gui.importer.fetcher.IEEEXploreFetcher",20,0,2,0,46,49
"net.sf.jabref.gui.importer.fetcher.INSPIREFetcher",12,0,4,0,20,8
"net.sf.jabref.gui.importer.fetcher.ISBNtoBibTeXFetcher",15,0,5,0,20,13
"net.sf.jabref.gui.importer.fetcher.MedlineFetcher",11,0,4,0,22,25
"net.sf.jabref.gui.importer.fetcher.MedlineFetcher.SearchResult",1,0,1,0,1,2
"net.sf.jabref.gui.importer.fetcher.OAI2Fetcher",12,0,3,0,27,22
"net.sf.jabref.gui.importer.fetcher.PreviewEntryFetcher",n/a,n/a,n/a,n/a,4,n/a
"net.sf.jabref.gui.importer.fetcher.ScienceDirectFetcher",10,0,4,0,18,14
"net.sf.jabref.gui.importer.fetcher.SearchBasedEntryFetcher",10,0,3,0,13,6
"net.sf.jabref.gui.importer.fetcher.SpringerFetcher",8,0,3,0,24,13
"net.sf.jabref.gui.importer.worker.AutosaveStartupPrompter",12,0,1,0,15,10
"net.sf.jabref.gui.journals.AbbreviateAction",11,1,1,0,17,9
"net.sf.jabref.gui.journals.JournalAbbreviationsUtil",4,0,1,0,3,3
"net.sf.jabref.gui.journals.ManageJournalsAction",4,1,1,0,8,2
"net.sf.jabref.gui.journals.ManageJournalsPanel",23,0,2,0,56,25
"net.sf.jabref.gui.journals.ManageJournalsPanel.AbbreviationsTableModel",5,0,4,0,16,21
"net.sf.jabref.gui.journals.ManageJournalsPanel.DownloadAction",6,0,1,0,8,4
"net.sf.jabref.gui.journals.ManageJournalsPanel.ExternalFileEntry",10,0,1,0,19,5
"net.sf.jabref.gui.journals.ManageJournalsPanel.JournalEntry",2,0,2,0,8,10
"net.sf.jabref.gui.journals.UnabbreviateAction",11,1,1,0,17,9
"net.sf.jabref.gui.journals.UndoableAbbreviator",6,0,1,0,12,8
"net.sf.jabref.gui.journals.UndoableUnabbreviator",6,0,1,0,11,6
"net.sf.jabref.gui.keyboard.EmacsKeyBindings",16,0,3,0,26,27
"net.sf.jabref.gui.keyboard.EmacsKeyBindings.BackwardKillWordAction",2,0,1,0,4,4
"net.sf.jabref.gui.keyboard.EmacsKeyBindings.CapitalizeWordAction",1,0,1,0,3,5
"net.sf.jabref.gui.keyboard.EmacsKeyBindings.DowncaseWordAction",1,0,1,0,3,3
"net.sf.jabref.gui.keyboard.EmacsKeyBindings.KillLineAction",2,0,1,0,4,5
"net.sf.jabref.gui.keyboard.EmacsKeyBindings.KillRegionAction",1,0,1,0,3,2
"net.sf.jabref.gui.keyboard.EmacsKeyBindings.KillRing",6,0,3,0,7,11
"net.sf.jabref.gui.keyboard.EmacsKeyBindings.KillRingSaveAction",1,0,1,0,3,2
"net.sf.jabref.gui.keyboard.EmacsKeyBindings.KillWordAction",2,0,1,0,5,4
"net.sf.jabref.gui.keyboard.EmacsKeyBindings.SetMarkCommandAction",1,0,1,0,5,6
"net.sf.jabref.gui.keyboard.EmacsKeyBindings.UpcaseWordAction",1,0,1,0,3,3
"net.sf.jabref.gui.keyboard.EmacsKeyBindings.YankAction",3,0,1,0,6,3
"net.sf.jabref.gui.keyboard.EmacsKeyBindings.YankPopAction",3,0,1,0,6,4
"net.sf.jabref.gui.keyboard.KeyBinder",7,0,1,0,3,1
"net.sf.jabref.gui.keyboard.KeyBinding",63,n/a,3,n/a,5,4
"net.sf.jabref.gui.keyboard.KeyBindingPreferences",66,0,1,0,15,15
"net.sf.jabref.gui.keyboard.KeyBindingRepository",5,0,1,0,15,16
"net.sf.jabref.gui.keyboard.KeyBindingTable",3,0,2,0,3,2
"net.sf.jabref.gui.keyboard.KeyBindingTableModel",5,0,4,0,12,12
"net.sf.jabref.gui.keyboard.KeyBindingsDialog",11,0,2,0,14,8
"net.sf.jabref.gui.keyboard.KeyBindingsListener",2,0,1,0,2,7
"net.sf.jabref.gui.maintable.ListSynchronizer",6,0,1,0,11,7
"net.sf.jabref.gui.maintable.MainTable",49,0,5,0,95,79
"net.sf.jabref.gui.maintable.MainTable.CellRendererMode",1,n/a,0,n/a,0,0
"net.sf.jabref.gui.maintable.MainTable.TableKeyListener",1,0,1,0,3,4
"net.sf.jabref.gui.maintable.MainTableColumn",13,0,3,7,16,23
"net.sf.jabref.gui.maintable.MainTableDataModel",20,0,4,0,28,30
"net.sf.jabref.gui.maintable.MainTableDataModel.DisplayOption",8,n/a,0,n/a,0,0
"net.sf.jabref.gui.maintable.MainTableDataModel.FilterAndSortingState",2,0,0,0,0,0
"net.sf.jabref.gui.maintable.MainTableDataModel.GenericCompositeComparator",2,0,1,0,2,4
"net.sf.jabref.gui.maintable.MainTableDataModel.StartStopListFilterAction",2,0,1,0,9,4
"net.sf.jabref.gui.maintable.MainTableFormat",12,0,1,0,13,23
"net.sf.jabref.gui.maintable.MainTableHeaderRenderer",1,0,1,0,2,4
"net.sf.jabref.gui.maintable.MainTableNameFormatter",5,0,1,0,6,6
"net.sf.jabref.gui.maintable.MainTableSelectionListener",32,0,7,0,81,88
"net.sf.jabref.gui.maintable.PersistenceTableColumnListener",4,0,2,0,9,11
"net.sf.jabref.gui.maintable.PreventDraggingJTableHeader",3,0,3,0,9,11
"net.sf.jabref.gui.maintable.SpecialMainTableColumns",17,0,1,0,10,21
"net.sf.jabref.gui.menus.ChangeEntryTypeMenu",16,0,1,0,13,9
"net.sf.jabref.gui.menus.FileHistoryMenu",9,0,1,0,17,11
"net.sf.jabref.gui.menus.RightClickMenu",30,0,4,0,46,33
"net.sf.jabref.gui.menus.RightClickMenu.GeneralAction",2,0,1,5,5,3
"net.sf.jabref.gui.mergeentries.FetchAndMergeEntry",14,0,1,0,13,9
"net.sf.jabref.gui.mergeentries.MergeEntries",17,0,1,0,52,46
"net.sf.jabref.gui.mergeentries.MergeEntriesDialog",12,0,1,0,34,3
"net.sf.jabref.gui.mergeentries.MergeFetchedEntryDialog",13,0,1,0,40,11
"net.sf.jabref.gui.net.MonitoredURLDownload",4,0,1,0,2,2
"net.sf.jabref.gui.openoffice.AdvancedCiteDialog",6,0,4,0,19,7
"net.sf.jabref.gui.openoffice.AutoDetectPaths",6,1,1,0,28,41
"net.sf.jabref.gui.openoffice.BibEntryNotFoundException",2,0,1,0,2,2
"net.sf.jabref.gui.openoffice.CitationManager",12,0,2,0,23,7
"net.sf.jabref.gui.openoffice.CitationManager.CitationEntryFormat",3,0,3,0,6,5
"net.sf.jabref.gui.openoffice.CitationManager.SingleCitationDialog",7,0,1,0,20,4
"net.sf.jabref.gui.openoffice.CitationManager.TableClickListener",2,0,1,0,3,3
"net.sf.jabref.gui.openoffice.ConnectionLostException",2,0,0,0,1,1
"net.sf.jabref.gui.openoffice.CreationException",1,0,0,0,1,1
"net.sf.jabref.gui.openoffice.NoDocumentException",1,0,0,0,1,1
"net.sf.jabref.gui.openoffice.OOBibBase",23,0,1,0,127,171
"net.sf.jabref.gui.openoffice.OOBibBase.ComparableMark",1,0,2,0,5,8
"net.sf.jabref.gui.openoffice.OpenOfficePanel",40,1,2,0,117,56
"net.sf.jabref.gui.openoffice.OpenOfficePanel.OOPanel",4,3,3,0,8,5
"net.sf.jabref.gui.openoffice.StyleSelectDialog",25,0,1,0,65,31
"net.sf.jabref.gui.openoffice.StyleSelectDialog.AddFileDialog",7,0,1,0,20,5
"net.sf.jabref.gui.openoffice.StyleSelectDialog.EntrySelectionListener",3,0,1,0,6,3
"net.sf.jabref.gui.openoffice.StyleSelectDialog.StyleTableFormat",3,0,3,0,8,12
"net.sf.jabref.gui.openoffice.UndefinedCharacterFormatException",2,0,1,0,2,2
"net.sf.jabref.gui.plaintextimport.BasicAction",3,0,1,3,3,2
"net.sf.jabref.gui.plaintextimport.PopupListener",1,0,1,0,4,5
"net.sf.jabref.gui.plaintextimport.TagToMarkedTextStore",3,0,1,0,7,9
"net.sf.jabref.gui.plaintextimport.TagToMarkedTextStore.TMarkedStoreItem",1,0,1,0,3,3
"net.sf.jabref.gui.plaintextimport.TextInputDialog",36,0,1,0,62,30
"net.sf.jabref.gui.plaintextimport.TextInputDialog.ClearAction",5,1,1,0,5,2
"net.sf.jabref.gui.plaintextimport.TextInputDialog.FieldListMouseListener",1,0,1,0,2,2
"net.sf.jabref.gui.plaintextimport.TextInputDialog.FieldListSelectionHandler",2,0,1,0,2,4
"net.sf.jabref.gui.plaintextimport.TextInputDialog.LoadAction",7,1,1,0,10,4
"net.sf.jabref.gui.plaintextimport.TextInputDialog.MenuTextForTagAction",1,0,1,0,3,2
"net.sf.jabref.gui.plaintextimport.TextInputDialog.PasteAction",6,1,1,0,7,3
"net.sf.jabref.gui.plaintextimport.TextInputDialog.SimpleCellRenderer",7,0,1,0,6,5
"net.sf.jabref.gui.preftabs.AdvancedTab",13,0,2,0,28,12
"net.sf.jabref.gui.preftabs.AppearancePrefsTab",9,0,2,0,27,10
"net.sf.jabref.gui.preftabs.AppearancePrefsTab.LookAndFeel",1,0,1,0,1,2
"net.sf.jabref.gui.preftabs.BibtexKeyPatternPrefTab",8,1,3,0,21,10
"net.sf.jabref.gui.preftabs.ColorSetupPanel",6,0,1,0,20,6
"net.sf.jabref.gui.preftabs.ColorSetupPanel.ColorButton",5,0,5,0,13,11
"net.sf.jabref.gui.preftabs.ColorSetupPanel.ColorButtonListener",2,0,1,0,6,3
"net.sf.jabref.gui.preftabs.EntryEditorPrefsTab",9,0,3,0,31,20
"net.sf.jabref.gui.preftabs.ExternalTab",10,0,4,0,24,10
"net.sf.jabref.gui.preftabs.FileSortTab",6,0,3,0,22,8
"net.sf.jabref.gui.preftabs.FileTab",12,0,3,0,25,16
"net.sf.jabref.gui.preftabs.FontSelectorDialog",4,0,3,0,6,11
"net.sf.jabref.gui.preftabs.FontSelectorDialog.ListHandler",1,0,1,0,2,7
"net.sf.jabref.gui.preftabs.GeneralTab",12,0,2,0,23,10
"net.sf.jabref.gui.preftabs.GeneralTab.DefaultBibModeRenderer",2,0,1,0,2,1
"net.sf.jabref.gui.preftabs.GroupsPrefsTab",4,0,3,0,16,7
"net.sf.jabref.gui.preftabs.ImportSettingsTab",6,0,3,0,18,16
"net.sf.jabref.gui.preftabs.NameFormatterTab",12,0,3,0,22,25
"net.sf.jabref.gui.preftabs.NameFormatterTab.AddRowAction",6,0,1,0,5,6
"net.sf.jabref.gui.preftabs.NameFormatterTab.DeleteRowAction",5,0,1,0,4,5
"net.sf.jabref.gui.preftabs.NameFormatterTab.TableRow",3,0,2,0,7,7
"net.sf.jabref.gui.preftabs.NetworkTab",7,0,2,0,23,12
"net.sf.jabref.gui.preftabs.PreferencesDialog",35,0,1,0,47,7
"net.sf.jabref.gui.preftabs.PreferencesDialog.CancelAction",1,0,1,0,2,2
"net.sf.jabref.gui.preftabs.PreferencesDialog.OkAction",9,0,1,0,12,5
"net.sf.jabref.gui.preftabs.PreferencesFilterDialog",7,0,1,0,8,3
"net.sf.jabref.gui.preftabs.PreferencesFilterDialog.PreferencesTableModel",3,0,3,0,10,14
"net.sf.jabref.gui.preftabs.PrefsTab",n/a,n/a,n/a,n/a,4,n/a
"net.sf.jabref.gui.preftabs.PreviewPrefsTab",6,0,3,0,13,5
"net.sf.jabref.gui.preftabs.TableColumnsTab",21,0,3,0,38,41
"net.sf.jabref.gui.preftabs.TableColumnsTab.AbstractMoveRowAction",4,0,1,2,2,4
"net.sf.jabref.gui.preftabs.TableColumnsTab.AddRowAction",6,0,1,0,5,6
"net.sf.jabref.gui.preftabs.TableColumnsTab.DeleteRowAction",5,0,1,0,4,6
"net.sf.jabref.gui.preftabs.TableColumnsTab.MoveRowDownAction",6,1,1,0,6,6
"net.sf.jabref.gui.preftabs.TableColumnsTab.MoveRowUpAction",6,1,1,0,6,6
"net.sf.jabref.gui.preftabs.TableColumnsTab.TableRow",4,0,2,0,7,7
"net.sf.jabref.gui.preftabs.TableColumnsTab.UpdateOrderAction",4,0,1,0,5,6
"net.sf.jabref.gui.preftabs.TableColumnsTab.UpdateWidthsAction",4,0,1,0,6,7
"net.sf.jabref.gui.preftabs.TablePrefsTab",7,0,3,0,20,17
"net.sf.jabref.gui.preftabs.XmpPrefsTab",8,0,3,0,20,19
"net.sf.jabref.gui.preftabs.XmpPrefsTab.AddRowAction",5,0,1,0,4,6
"net.sf.jabref.gui.preftabs.XmpPrefsTab.DeleteRowAction",5,0,1,0,4,6
"net.sf.jabref.gui.protectedterms.NewProtectedTermsFileDialog",10,0,1,0,22,5
"net.sf.jabref.gui.protectedterms.ProtectedTermsDialog",24,0,1,0,45,23
"net.sf.jabref.gui.protectedterms.ProtectedTermsDialog.AddFileDialog",7,0,1,0,19,4
"net.sf.jabref.gui.protectedterms.ProtectedTermsDialog.EntrySelectionListener",1,0,1,0,2,2
"net.sf.jabref.gui.protectedterms.ProtectedTermsDialog.TermTableModel",4,0,5,0,13,21
"net.sf.jabref.gui.push.AbstractPushToApplication",16,0,4,7,26,17
"net.sf.jabref.gui.push.PushToApplication",n/a,n/a,n/a,n/a,9,n/a
"net.sf.jabref.gui.push.PushToApplicationAction",8,0,1,0,18,12
"net.sf.jabref.gui.push.PushToApplicationButton",16,0,1,0,30,19
"net.sf.jabref.gui.push.PushToApplicationButton.BooleanHolder",1,0,0,0,1,1
"net.sf.jabref.gui.push.PushToApplicationButton.MenuAction",6,1,3,0,9,4
"net.sf.jabref.gui.push.PushToApplicationButton.PopupItemActionListener",2,0,1,0,3,2
"net.sf.jabref.gui.push.PushToApplicationButton.PushButtonMouseListener",2,0,1,0,5,8
"net.sf.jabref.gui.push.PushToApplications",10,0,1,0,2,2
"net.sf.jabref.gui.push.PushToEmacs",14,1,4,0,29,16
"net.sf.jabref.gui.push.PushToLatexEditor",6,1,5,0,7,5
"net.sf.jabref.gui.push.PushToLyx",12,1,4,0,15,12
"net.sf.jabref.gui.push.PushToTeXstudio",5,1,4,0,6,4
"net.sf.jabref.gui.push.PushToTexmaker",5,1,4,0,6,4
"net.sf.jabref.gui.push.PushToVim",12,1,3,0,26,13
"net.sf.jabref.gui.push.PushToWinEdt",5,1,4,0,6,4
"net.sf.jabref.gui.remote.JabRefMessageHandler",8,0,1,0,6,3
"net.sf.jabref.gui.renderer.CompleteRenderer",2,1,2,0,5,3
"net.sf.jabref.gui.renderer.GeneralRenderer",6,0,3,2,6,12
"net.sf.jabref.gui.renderer.IncompleteRenderer",5,1,2,0,7,3
"net.sf.jabref.gui.search.GlobalSearchWorker",9,1,1,0,13,4
"net.sf.jabref.gui.search.HitOrMissComparator",2,0,1,0,3,3
"net.sf.jabref.gui.search.JTextFieldChangeListenerUtil",1,0,1,0,1,8
"net.sf.jabref.gui.search.SearchBar",32,0,2,0,58,31
"net.sf.jabref.gui.search.SearchMode",3,n/a,2,n/a,4,3
"net.sf.jabref.gui.search.SearchResultsDialog",26,0,1,0,34,23
"net.sf.jabref.gui.search.SearchResultsDialog.EntrySelectionListener",4,0,1,0,5,2
"net.sf.jabref.gui.search.SearchResultsDialog.EntryTableFormat",13,0,2,0,15,17
"net.sf.jabref.gui.search.SearchResultsDialog.TableClickListener",9,0,1,0,18,18
"net.sf.jabref.gui.search.SearchWorker",10,0,1,0,22,12
"net.sf.jabref.gui.search.matchers.EverythingMatcher",2,0,1,0,1,1
"net.sf.jabref.gui.search.matchers.SearchMatcher",3,0,1,0,2,1
"net.sf.jabref.gui.shared.MergeSharedEntryDialog",8,0,1,0,15,6
"net.sf.jabref.gui.shared.MigrationHelpDialog",4,0,0,0,4,2
"net.sf.jabref.gui.shared.OpenSharedDatabaseDialog",19,0,1,0,27,22
"net.sf.jabref.gui.shared.SharedDatabaseUIManager",13,0,1,0,26,8
"net.sf.jabref.gui.undo.AbstractUndoableJabRefEdit",15,0,2,14,3,2
"net.sf.jabref.gui.undo.CountingUndoManager",54,0,1,0,16,13
"net.sf.jabref.gui.undo.NamedCompound",46,0,2,0,7,7
"net.sf.jabref.gui.undo.UndoableChangeType",7,1,1,0,9,4
"net.sf.jabref.gui.undo.UndoableFieldChange",27,1,1,0,17,7
"net.sf.jabref.gui.undo.UndoableInsertEntry",15,1,1,0,12,4
"net.sf.jabref.gui.undo.UndoableInsertString",12,1,1,0,13,4
"net.sf.jabref.gui.undo.UndoableKeyChange",10,1,1,0,8,5
"net.sf.jabref.gui.undo.UndoablePreambleChange",6,1,2,0,7,4
"net.sf.jabref.gui.undo.UndoableRemoveEntry",12,1,1,0,12,4
"net.sf.jabref.gui.undo.UndoableRemoveString",9,1,1,0,13,4
"net.sf.jabref.gui.undo.UndoableStringChange",8,1,1,0,10,7
"net.sf.jabref.gui.util.FocusRequester",16,0,1,0,4,3
"net.sf.jabref.gui.util.GUIUtil",23,0,2,0,3,3
"net.sf.jabref.gui.util.PositionWindow",10,0,1,0,6,12
"net.sf.jabref.gui.util.comparator.FirstColumnComparator",4,0,1,0,4,4
"net.sf.jabref.gui.util.comparator.IconComparator",4,0,1,0,3,7
"net.sf.jabref.gui.util.comparator.IsMarkedComparator",3,0,1,0,2,1
"net.sf.jabref.gui.util.comparator.RankingFieldComparator",3,0,1,0,2,5
"net.sf.jabref.gui.util.component.CheckBoxMessage",5,0,1,0,2,2
"net.sf.jabref.gui.util.component.DiffHighlightingTextPane",1,0,0,0,1,1
"net.sf.jabref.gui.util.component.JTextFieldWithUnfocusedText",1,0,3,0,4,5
"net.sf.jabref.gui.util.component.OverlayPanel",1,0,1,0,2,3
"net.sf.jabref.gui.util.component.VerticalLabelUI",1,0,5,0,11,14
"net.sf.jabref.gui.worker.AbstractWorker",25,0,4,19,7,5
"net.sf.jabref.gui.worker.CallBack",n/a,n/a,n/a,n/a,1,n/a
"net.sf.jabref.gui.worker.MarkEntriesAction",12,1,3,0,21,11
"net.sf.jabref.gui.worker.SendAsEMailAction",13,1,1,0,22,10
"net.sf.jabref.gui.worker.VersionWorker",5,0,1,0,12,9
"net.sf.jabref.gui.worker.Worker",n/a,n/a,n/a,n/a,0,n/a
"net.sf.jabref.logic.CustomEntryTypesManager",10,0,2,0,7,5
"net.sf.jabref.logic.TypedBibEntry",21,0,1,0,18,11
"net.sf.jabref.logic.autocompleter.AbstractAutoCompleter",7,0,3,4,9,15
"net.sf.jabref.logic.autocompleter.AutoCompleteFirstNameMode",3,n/a,0,n/a,0,0
"net.sf.jabref.logic.autocompleter.AutoCompletePreferences",13,0,1,0,23,14
"net.sf.jabref.logic.autocompleter.AutoCompleter",n/a,n/a,n/a,n/a,6,n/a
"net.sf.jabref.logic.autocompleter.AutoCompleterFactory",12,0,1,0,10,6
"net.sf.jabref.logic.autocompleter.AutoCompleters",8,0,1,1,6,6
"net.sf.jabref.logic.autocompleter.BibtexKeyAutoCompleter",4,1,3,0,7,5
"net.sf.jabref.logic.autocompleter.ContentAutoCompleters",9,1,1,0,9,5
"net.sf.jabref.logic.autocompleter.DefaultAutoCompleter",4,1,2,0,6,5
"net.sf.jabref.logic.autocompleter.EntireFieldAutoCompleter",4,1,2,1,6,4
"net.sf.jabref.logic.autocompleter.JournalAutoCompleter",8,2,1,0,8,4
"net.sf.jabref.logic.autocompleter.NameFieldAutoCompleter",7,1,2,0,21,29
"net.sf.jabref.logic.auxparser.AuxParser",7,0,1,0,24,18
"net.sf.jabref.logic.auxparser.AuxParserResult",5,0,1,0,14,14
"net.sf.jabref.logic.bibtex.BibEntryWriter",16,0,1,0,27,24
"net.sf.jabref.logic.bibtex.FieldContentParser",5,0,2,0,5,4
"net.sf.jabref.logic.bibtex.FieldContentParserPreferences",4,0,2,0,5,4
"net.sf.jabref.logic.bibtex.LatexFieldFormatter",15,0,2,0,20,45
"net.sf.jabref.logic.bibtex.LatexFieldFormatterPreferences",14,0,5,0,11,7
"net.sf.jabref.logic.bibtex.comparator.BibtexStringComparator",3,0,1,0,4,6
"net.sf.jabref.logic.bibtex.comparator.CrossRefEntryComparator",3,0,1,0,2,4
"net.sf.jabref.logic.bibtex.comparator.EntryComparator",6,0,1,0,10,26
"net.sf.jabref.logic.bibtex.comparator.FieldComparator",17,0,3,0,15,26
"net.sf.jabref.logic.bibtex.comparator.FieldComparator.FieldType",1,n/a,0,n/a,0,0
"net.sf.jabref.logic.bibtex.comparator.FieldComparatorStack",4,0,1,0,2,4
"net.sf.jabref.logic.bibtex.comparator.IdComparator",2,0,1,0,2,1
"net.sf.jabref.logic.bibtexkeypattern.BibtexKeyPatternPreferences",12,0,8,0,12,9
"net.sf.jabref.logic.bibtexkeypattern.BibtexKeyPatternUtil",26,0,1,0,67,223
"net.sf.jabref.logic.bst.BibtexCaseChanger",5,0,1,0,11,47
"net.sf.jabref.logic.bst.BibtexCaseChanger.FORMAT_MODE",2,n/a,1,n/a,4,5
"net.sf.jabref.logic.bst.BibtexNameFormatter",7,0,1,0,14,60
"net.sf.jabref.logic.bst.BibtexPurify",4,0,1,0,3,16
"net.sf.jabref.logic.bst.BibtexTextPrefix",3,0,1,0,2,11
"net.sf.jabref.logic.bst.BibtexWidth",3,0,1,0,6,26
"net.sf.jabref.logic.bst.ChangeCaseFunction",6,0,1,0,6,5
"net.sf.jabref.logic.bst.FormatNameFunction",7,0,1,0,8,6
"net.sf.jabref.logic.bst.PurifyFunction",5,0,1,0,6,4
"net.sf.jabref.logic.bst.TextPrefixFunction",5,0,1,0,6,5
"net.sf.jabref.logic.bst.VM",19,0,3,0,70,146
"net.sf.jabref.logic.bst.VM.BstEntry",10,0,2,0,3,3
"net.sf.jabref.logic.bst.VM.BstFunction",n/a,n/a,n/a,n/a,1,n/a
"net.sf.jabref.logic.bst.VM.Identifier",2,0,1,0,2,2
"net.sf.jabref.logic.bst.VM.MacroFunction",3,0,1,0,3,2
"net.sf.jabref.logic.bst.VM.StackFunction",6,0,1,0,13,10
"net.sf.jabref.logic.bst.VM.Variable",0,0,1,0,2,2
"net.sf.jabref.logic.bst.VMException",8,0,0,0,1,1
"net.sf.jabref.logic.bst.Warn",n/a,n/a,n/a,n/a,1,n/a
"net.sf.jabref.logic.bst.WidthFunction",5,0,1,0,6,4
"net.sf.jabref.logic.cleanup.BiblatexCleanup",6,0,1,0,6,4
"net.sf.jabref.logic.cleanup.CleanupJob",n/a,n/a,n/a,n/a,1,n/a
"net.sf.jabref.logic.cleanup.CleanupPreset",6,0,1,0,23,26
"net.sf.jabref.logic.cleanup.CleanupPreset.CleanupStep",3,n/a,0,n/a,0,0
"net.sf.jabref.logic.cleanup.CleanupWorker",17,0,1,0,22,14
"net.sf.jabref.logic.cleanup.DoiCleanup",8,0,1,0,9,8
"net.sf.jabref.logic.cleanup.FieldFormatterCleanup",10,0,1,0,17,16
"net.sf.jabref.logic.cleanup.FileLinksCleanup",7,0,1,0,6,3
"net.sf.jabref.logic.cleanup.ISSNCleanup",6,0,1,0,7,3
"net.sf.jabref.logic.cleanup.MoveFilesCleanup",9,0,1,0,13,10
"net.sf.jabref.logic.cleanup.RelativePathsCleanup",8,0,1,0,11,6
"net.sf.jabref.logic.cleanup.RenamePdfCleanup",10,0,1,0,16,11
"net.sf.jabref.logic.cleanup.UpgradePdfPsToFileCleanup",9,0,1,0,10,5
"net.sf.jabref.logic.config.SaveOrderConfig",8,0,2,0,20,22
"net.sf.jabref.logic.config.SaveOrderConfig.SortCriterion",3,0,0,0,6,8
"net.sf.jabref.logic.error.StreamEavesdropper",3,0,1,0,7,6
"net.sf.jabref.logic.error.TeeStream",1,0,1,0,3,3
"net.sf.jabref.logic.exporter.BibDatabaseWriter",32,0,2,1,52,31
"net.sf.jabref.logic.exporter.BibDatabaseWriter.SaveSessionFactory",n/a,n/a,n/a,n/a,1,n/a
"net.sf.jabref.logic.exporter.BibtexDatabaseWriter",21,1,1,0,24,16
"net.sf.jabref.logic.exporter.CustomExportList",11,0,2,0,22,17
"net.sf.jabref.logic.exporter.ExportComparator",1,0,1,0,1,1
"net.sf.jabref.logic.exporter.ExportFormat",22,0,5,4,31,34
"net.sf.jabref.logic.exporter.ExportFormats",17,0,1,0,13,9
"net.sf.jabref.logic.exporter.FieldFormatterCleanups",20,0,2,0,20,32
"net.sf.jabref.logic.exporter.FileSaveSession",14,1,3,0,15,10
"net.sf.jabref.logic.exporter.IExportFormat",n/a,n/a,n/a,n/a,5,n/a
"net.sf.jabref.logic.exporter.MSBibExportFormat",9,1,1,0,9,3
"net.sf.jabref.logic.exporter.ModsExportFormat",9,1,1,0,9,3
"net.sf.jabref.logic.exporter.OOCalcDatabase",9,0,1,0,14,6
"net.sf.jabref.logic.exporter.OpenDocumentRepresentation",9,0,1,0,14,6
"net.sf.jabref.logic.exporter.OpenDocumentSpreadsheetCreator",7,1,1,0,15,13
"net.sf.jabref.logic.exporter.OpenOfficeDocumentCreator",6,1,1,0,14,12
"net.sf.jabref.logic.exporter.SaveException",17,0,3,0,12,12
"net.sf.jabref.logic.exporter.SavePreferences",20,0,2,0,24,21
"net.sf.jabref.logic.exporter.SavePreferences.DatabaseSaveType",4,n/a,0,n/a,0,0
"net.sf.jabref.logic.exporter.SaveSession",16,0,7,2,9,7
"net.sf.jabref.logic.exporter.StringSaveSession",3,1,1,0,9,5
"net.sf.jabref.logic.exporter.VerifyingWriter",9,0,1,0,4,8
"net.sf.jabref.logic.formatter.Formatter",n/a,n/a,n/a,n/a,7,n/a
"net.sf.jabref.logic.formatter.Formatters",24,0,0,0,2,0
"net.sf.jabref.logic.formatter.IdentityFormatter",3,0,5,0,10,7
"net.sf.jabref.logic.formatter.bibtexfields.ClearFormatter",4,0,5,0,6,5
"net.sf.jabref.logic.formatter.bibtexfields.HtmlToLatexFormatter",9,0,5,0,9,19
"net.sf.jabref.logic.formatter.bibtexfields.HtmlToUnicodeFormatter",4,0,5,0,7,5
"net.sf.jabref.logic.formatter.bibtexfields.LatexCleanupFormatter",4,0,5,0,6,5
"net.sf.jabref.logic.formatter.bibtexfields.NormalizeDateFormatter",4,0,5,0,11,10
