Lines of code metrics,Thu, 7 May 2020 15:18:00 CEST
Package,C(rec),Ca,Ce,CLOC(rec),COM_RAT(rec),Cyclic,I,LOC(rec),METH(rec),v(G)avg
"org.jabref.logic.pdf",6,6,13,10,3.51%,0,0.68,285,17,2.60
"org.jabref.logic.preferences",1,4,1,0,0.00%,0,0.20,40,8,1.12
"org.jabref.logic.protectedterms",4,14,5,8,2.32%,0,0.26,345,38,1.82
"org.jabref.logic.remote",9,6,0,6,1.73%,0,0.00,347,33,1.11
"org.jabref.logic.remote.client",1,1,3,0,0.00%,0,0.75,58,4,2.00
"org.jabref.logic.remote.server",4,6,6,3,1.88%,83,0.50,160,15,2.07
"org.jabref.logic.remote.shared",2,5,1,3,3.49%,0,0.17,86,5,2.00
"org.jabref.logic.search",3,9,8,5,2.58%,0,0.50,194,21,1.71
"org.jabref.logic.shared",19,12,44,72,3.70%,83,0.79,"1,945",152,2.32
"org.jabref.logic.shared.event",3,6,4,0,0.00%,0,0.40,66,8,1.00
"org.jabref.logic.shared.exception",4,4,2,0,0.00%,0,0.33,55,7,1.00
"org.jabref.logic.shared.listener",2,2,2,2,3.23%,83,0.50,62,5,2.00
"org.jabref.logic.shared.prefs",1,5,3,1,0.80%,83,0.38,125,27,1.04
"org.jabref.logic.shared.security",1,3,0,1,1.67%,0,0.00,60,5,1.00
"org.jabref.logic.specialfields",1,3,4,6,6.12%,0,0.57,98,6,2.33
"org.jabref.logic.texparser",2,3,6,13,6.53%,83,0.67,199,12,2.50
"org.jabref.logic.undo",3,6,2,0,0.00%,0,0.25,65,7,1.00
"org.jabref.logic.util",30,72,12,"1,064",34.19%,0,0.13,"3,112",138,2.11
"org.jabref.logic.util.io",11,34,21,25,2.72%,83,0.39,920,61,2.12
"org.jabref.logic.util.strings",7,12,0,"1,010",72.77%,0,0.00,"1,388",14,1.57
"org.jabref.logic.xmp",7,20,20,34,3.58%,0,0.50,949,54,2.54
"org.jabref.migrations",6,7,36,24,4.26%,83,0.84,564,33,2.59
"org.jabref.model",144,28,2,400,3.11%,19,0.07,"12,843","1,160",1.96
"org.jabref.model.auxparser",2,9,3,0,0.00%,19,0.25,78,15,1.07
"org.jabref.model.bibtexkeypattern",3,18,5,6,4.08%,19,0.22,147,17,1.50
"org.jabref.model.cleanup",4,25,11,6,2.12%,19,0.31,283,27,2.14
"org.jabref.model.database",20,144,26,44,3.40%,19,0.15,"1,293",146,1.56
"org.jabref.model.database.event",6,23,9,6,4.96%,19,0.28,121,10,1.40
"org.jabref.model.database.shared",6,22,4,0,0.00%,19,0.15,96,28,1.00
"org.jabref.model.entry",56,227,45,238,3.89%,19,0.16,"6,119",483,2.47
"org.jabref.model.entry.event",5,26,11,1,0.66%,19,0.30,151,17,1.29
"org.jabref.model.entry.field",12,207,13,8,1.11%,19,0.06,723,81,1.28
"org.jabref.model.entry.identifier",7,29,12,72,11.39%,19,0.29,632,56,1.87
"org.jabref.model.entry.types",8,77,15,2,0.24%,19,0.16,823,23,1.52
"org.jabref.model.groups",15,61,48,15,1.29%,19,0.44,"1,159",134,1.80
"org.jabref.model.groups.event",1,1,2,0,0.00%,19,0.67,15,2,1.00
"org.jabref.model.metadata",7,61,18,10,1.63%,19,0.23,613,90,1.55
"org.jabref.model.metadata.event",1,2,2,0,0.00%,19,0.50,18,2,1.00
"org.jabref.model.pdf",2,5,1,0,0.00%,0,0.17,223,21,1.81
"org.jabref.model.search",18,5,4,24,4.33%,19,0.44,554,58,1.20
"org.jabref.model.search.matchers",6,10,8,0,0.00%,19,0.53,92,9,1.44
"org.jabref.model.search.rules",10,21,18,24,5.99%,19,0.41,401,38,2.47
"org.jabref.model.strings",3,47,1,38,4.17%,0,0.02,912,42,3.93
"org.jabref.model.texparser",4,10,5,2,0.73%,0,0.33,273,36,1.73
"org.jabref.model.util",7,52,6,6,1.49%,19,0.10,403,36,2.09
"org.jabref.preferences",13,88,74,100,4.28%,83,0.47,"2,336",251,1.50
"org.jabref.styletester",2,1,5,0,0.00%,0,0.83,561,6,1.00

Module,L(CSS),L(Groovy),L(HTML),L(J),L(JS),L(JSP),L(KT),L(XML),LOC,LOCp,LOCt,NCLOC,NCLOCp,NCLOCt
"JabRef.main","1,444",0,0,"101,376",0,0,0,"3,607","106,427","106,427",0,"91,672","91,672",0

FileType,LOC,NCLOC
"Cascading style sheet","1,444","1,326"
"Java","101,376","86,739"
"XML","3,607","3,607"

Project,L(CSS),L(Groovy),L(HTML),L(J),L(JS),L(JSP),L(KT),L(XML),LOC,LOCp,LOCt,NCLOC,NCLOCp,NCLOCt
"project","1,444",0,0,"101,376",0,0,0,"3,607","106,427","106,427",0,"91,672","91,672",0

