src.jmh.java.net.sf.jabref.benchmarks.Benchmarks.java,,6,6,10,5,,,,,
src.main.java.net.sf.jabref.JabRefMain.java,,1,13,4,3,,,,,
src.main.java.net.sf.jabref.exporter.ExportFormat.java,,1,,,,,,,,
src.main.java.net.sf.jabref.external.DownloadExternalFile.java,,1,5,,,,,,,
src.main.java.net.sf.jabref.external.DroppedFileHandler.java,,2,7,,,,,,,
src.main.java.net.sf.jabref.external.MoveFileAction.java,,1,8,,,,,,,
src.main.java.net.sf.jabref.gui.PreviewPanel.java,,1,13,7,1,,,,,
src.main.java.net.sf.jabref.gui.groups.GroupTreeCellRenderer.java,,1,1,2,,,,,,
src.main.java.net.sf.jabref.gui.journals.ManageJournalsPanel.java,,1,16,2,2,,,,,
src.main.java.net.sf.jabref.gui.openoffice.OpenOfficePanel.java,,1,16,6,2,,,,,
src.main.java.net.sf.jabref.logic.autocompleter.AutoCompleterFactory.java,,1,4,1,,1,,,,
src.main.java.net.sf.jabref.logic.autocompleter.ContentAutoCompleters.java,,1,,2,2,1,,,,
src.main.java.net.sf.jabref.logic.autocompleter.JournalAutoCompleter.java,,1,2,,,,,,,
src.main.java.net.sf.jabref.logic.journals.JournalAbbreviationLoader.java,,1,3,,,,,,,
src.main.java.net.sf.jabref.logic.layout.Layout.java,,1,3,2,,1,,,,
src.main.java.net.sf.jabref.logic.layout.LayoutEntry.java,,1,10,7,1,3,,,,
src.main.java.net.sf.jabref.logic.layout.LayoutHelper.java,,1,4,,,,,,,
src.main.java.net.sf.jabref.logic.layout.format.JournalAbbreviator.java,,1,2,,,,,,,
src.main.java.net.sf.jabref.logic.openoffice.OOBibStyle.java,,1,10,3,1,3,,,,
src.main.java.net.sf.jabref.logic.openoffice.StyleLoader.java,,1,3,,,,,,,
src.main.java.net.sf.jabref.logic.util.io.FileUtil.java,,1,14,6,3,1,,,,
src.test.java.net.sf.jabref.exporter.ExportFormatTest.java,,1,,,,,,,,
src.test.java.net.sf.jabref.exporter.HtmlExportFormatTest.java,,1,,,,,,,,
src.test.java.net.sf.jabref.logic.autocompleter.AutoCompleterFactoryTest.java,,1,2,,,,,,,
src.test.java.net.sf.jabref.logic.cleanup.RenamePdfCleanupTest.java,,1,5,4,1,1,,,,
src.test.java.net.sf.jabref.logic.journals.AbbreviationsTest.java,,1,4,1,,,,,,
src.test.java.net.sf.jabref.logic.layout.LayoutEntryTest.java,,1,3,5,,2,,,,
src.test.java.net.sf.jabref.logic.layout.LayoutTest.java,,1,7,2,,8,,,,
src.test.java.net.sf.jabref.logic.openoffice.StyleLoaderTest.java,,1,4,1,,,,,,
src.test.java.net.sf.jabref.logic.util.io.FileUtilTest.java,,1,6,4,2,1,,,,
src.test.java.net.sf.jabref.model.entry.BibEntryTest.java,,1,,1,,,,,,
src.main.java.net.sf.jabref.cli.JabRefCLI.java,,1,4,,,,,,,
src.main.java.net.sf.jabref.gui.actions.SearchForUpdateAction.java,,1,1,,,,,,,
src.main.java.net.sf.jabref.gui.desktop.JabRefDesktop.java,,2,8,4,1,,,,,
src.main.java.net.sf.jabref.gui.help.HelpAction.java,,1,7,1,,,,,,
src.main.java.net.sf.jabref.gui.help.NewVersionDialog.java,,1,3,1,,,,,,
src.main.java.net.sf.jabref.gui.menus.help.DonateAction.java,,1,,,,,,,,
src.main.java.net.sf.jabref.gui.menus.help.ForkMeOnGitHubAction.java,,1,,,,,,,,
src.main.java.net.sf.jabref.gui.worker.VersionWorker.java,,1,2,2,,,,,,
src.main.java.net.sf.jabref.logic.util.VersionPreferences.java,,1,,,,,,,,
src.main.java.osx.macadapter.MacAdapter.java,,1,,,1,3,,,,3
src.test.java.net.sf.jabref.logic.util.BuildInfoTest.java,,1,,,,,,,,
src.test.java.net.sf.jabref.importer.ImportFileFilterTest.java,,2,,,,,,,,
src.test.java.net.sf.jabref.importer.fileformat.RepecNepImporterTest.java,,2,,,,,,,,
src.test.java.net.sf.jabref.importer.fileformat.SilverPlatterImporterTestNotRecognized.java,,1,,,,,,,,
.github.ISSUE_TEMPLATE.md,,1,1,,,1,1,,,
src.test.java.net.sf.jabref.importer.fileformat.BibTeXMLImporterTest.java,,2,,,,,,,,
src.test.java.net.sf.jabref.importer.fileformat.BiblioscapeImporterTest.java,,2,,,,,,,,
src.test.java.net.sf.jabref.importer.fileformat.EndnoteImporterTest.java,,2,,,,,,,,
src.test.java.net.sf.jabref.importer.fileformat.FreeCiteImporterTest.java,,2,,,,,,,,
src.test.java.net.sf.jabref.importer.fileformat.ImportFormatTest.java,,2,,,,,,,,
src.test.java.net.sf.jabref.importer.fileformat.InspecImportTest.java,,2,,,,,,,,
src.test.java.net.sf.jabref.importer.fileformat.PdfXmpImporterTest.java,,2,,,,,,,,
src.main.java.net.sf.jabref.importer.fileformat.FreeCiteImporter.java,,2,,,,,,,,
src.main.java.net.sf.jabref.importer.fileformat.IsiImporter.java,,2,,,,,,,,
src.main.java.net.sf.jabref.importer.fileformat.BibTeXMLImporter.java,,1,,,,,,,,
src.main.java.net.sf.jabref.importer.fileformat.BiblioscapeImporter.java,,1,,,,,,,,
src.main.java.net.sf.jabref.importer.fileformat.BibtexImporter.java,,1,,,,,,,,
src.main.java.net.sf.jabref.importer.fileformat.CopacImporter.java,,1,,,,,,,,
src.main.java.net.sf.jabref.importer.fileformat.EndnoteImporter.java,,1,,,,,,,,
src.main.java.net.sf.jabref.importer.fileformat.ImportFormat.java,,1,,,,,,,,
src.main.java.net.sf.jabref.importer.fileformat.InspecImporter.java,,1,,,,,,,,
src.main.java.net.sf.jabref.importer.fileformat.MedlineImporter.java,,1,,,,,,,,
src.main.java.net.sf.jabref.importer.fileformat.MsBibImporter.java,,1,,,,,,,,
src.main.java.net.sf.jabref.importer.fileformat.OvidImporter.java,,1,,,,,,,,
src.main.java.net.sf.jabref.importer.fileformat.PdfXmpImporter.java,,1,,,,,,,,
src.main.java.net.sf.jabref.importer.fileformat.RisImporter.java,,1,,,,,,,,
src.main.java.net.sf.jabref.importer.fileformat.SilverPlatterImporter.java,,1,,,,,,,,
src.test.java.net.sf.jabref.importer.fetcher.OAI2HandlerFetcherTest.java,,1,,,,,,,,
src.test.java.net.sf.jabref.importer.fileformat.BibtexImporterTest.java,,1,,,,,,,,
src.test.java.net.sf.jabref.importer.fileformat.CopacImporterTest.java,,1,,,,,,,,
src.test.java.net.sf.jabref.importer.fileformat.IsiImporterTest.java,,1,,,,,,,,
src.test.java.net.sf.jabref.importer.fileformat.MedlineImporterTest.java,,1,,,,,,,,
src.test.java.net.sf.jabref.importer.fileformat.MedlinePlainImporterTest.java,,1,,,,,,,,
src.test.java.net.sf.jabref.importer.fileformat.MsBibImporterTest.java,,1,,,,,,,,
src.test.java.net.sf.jabref.importer.fileformat.OvidImporterTest.java,,1,,,,,,,,
src.test.java.net.sf.jabref.importer.fileformat.PdfContentImporterTest.java,,1,,,,,,,,
src.test.java.net.sf.jabref.importer.fileformat.RISImporterTest.java,,1,,,,,,,,
src.test.java.net.sf.jabref.importer.fileformat.SilverPlatterImporterTest.java,,1,,,,,,,,
src.test.resources.net.sf.jabref.importer.fetcher.oai2.xml,,1,,,,,,,,
src.test.resources.net.sf.jabref.importer.fetcher.oai22.xml,,1,,,,,,,,
src.test.resources.net.sf.jabref.importer.fetcher.oai23.xml,,1,,,,,,,,
src.main.java.net.sf.jabref.importer.ImportFileFilter.java,,1,,,,,,,,
external-libraries.txt,,1,,4,4,18,1,2,,17
gradle.wrapper.gradle-wrapper.properties,,1,1,2,2,13,4,4,1,16
src.test.java.net.sf.jabref.model.database.EntrySorterTest.java,,1,,,,,,,,
src.main.resources.icons.jabref.icns,,1,,,,1,,,,1
src.main.resources.images.icons.JabRef-icon.svg,,1,,1,,1,,,,
src.main.java.net.sf.jabref.logic.msbib.MSBibMapping.java,,2,4,2,,3,,,,
src.test.resources.net.sf.jabref.exporter.MsBibExportFormatTest1.bib,,1,,,,,,,,
src.test.resources.net.sf.jabref.exporter.MsBibShorttitle.bib,,1,,,,,,,,
src.test.resources.net.sf.jabref.exporter.MsBibShorttitle.xml,,1,,,,,,,,
src.test.resources.net.sf.jabref.importer.fileformat.MsBibImporterTest2.bib,,2,,,,,,,,
src.main.java.net.sf.jabref.logic.cleanup.CleanupPreset.java,,1,4,1,,2,,,,
src.main.java.net.sf.jabref.logic.config.SaveOrderConfig.java,,1,1,,,,,,,
src.main.java.net.sf.jabref.model.database.BibDatabaseMode.java,,1,,1,1,,,,,
src.test.java.net.sf.jabref.MetaDataTest.java,,2,3,4,1,,,,,
src.main.java.net.sf.jabref.logic.groups.AbstractGroup.java,,1,3,,,,,,,
src.test.java.net.sf.jabref.logic.groups.AbstractGroupTest.java,,1,1,,,,,,,
src.main.java.net.sf.jabref.gui.labelpattern.LabelPatternPanel.java,,1,,,,,,,,
src.test.java.net.sf.jabref.gui.help.HelpFilesTest.java,,3,,,,,,,,
src.main.java.net.sf.jabref.logic.groups.ExplicitGroup.java,,1,5,,,,,,,
src.main.java.net.sf.jabref.gui.help.HelpFiles.java,,2,,,,,,,,
src.main.java.net.sf.jabref.exporter.MSBibExportFormat.java,,1,,,,,,,,
src.main.java.net.sf.jabref.logic.layout.format.LatexToUnicodeFormatter.java,,1,6,3,,2,,,,
