Chidamber-Kemerer metrics,Mon, 18 May 2020 19:32:41 CEST,,,,,,,,
net.sf.jabref.gui.specialfields.SpecialFieldMenuAction,5,4,0,1,7,0,1.5,1.5,7,3
net.sf.jabref.gui.specialfields.SpecialFieldUpdateListener,12,3,0,2,18,0,2.5,0.5,12,5
net.sf.jabref.gui.specialfields.SpecialFieldValueViewModel,11,7,0,1,44,0,12.33,0.17,8,74
net.sf.jabref.gui.specialfields.SpecialFieldViewModel,13,5,0,1,18,0,4.5,0.75,10,18
net.sf.jabref.gui.undo.AbstractUndoableJabRefEdit,15,2,0,2,4,14,1,0,3,2
net.sf.jabref.gui.undo.CountingUndoManager,55,12,0,1,23,0,1.44,0.33,16,13
net.sf.jabref.gui.undo.NamedCompound,46,8,0,2,10,0,1.17,0.33,7,7
net.sf.jabref.gui.undo.UndoableChangeType,7,9,1,1,12,0,1,0.75,9,4
net.sf.jabref.gui.undo.UndoableFieldChange,28,12,1,1,24,0,1.4,1,17,7
net.sf.jabref.gui.undo.UndoableInsertEntry,15,10,1,1,12,0,1,0.75,12,4
net.sf.jabref.gui.undo.UndoableInsertString,12,10,1,1,12,0,1,0.75,13,4
net.sf.jabref.gui.undo.UndoableKeyChange,9,9,1,1,9,0,1,0.75,7,4
net.sf.jabref.gui.undo.UndoablePreambleChange,6,10,1,2,7,0,1,1,7,4
net.sf.jabref.gui.undo.UndoableRemoveEntry,13,10,1,1,12,0,1,0.75,12,4
net.sf.jabref.gui.undo.UndoableRemoveString,9,10,1,1,12,0,1,0.75,13,4
net.sf.jabref.gui.undo.UndoableStringChange,8,11,1,1,16,0,1.75,1.25,10,7
net.sf.jabref.gui.util.GUIUtil,23,3,0,2,12,0,1,0.67,3,3
net.sf.jabref.gui.util.WindowLocation,11,13,0,1,0,0,1.9,1,12,19
net.sf.jabref.gui.util.WindowLocation.WindowPosition,1,5,0,0,0,0,1,4,1,1
net.sf.jabref.gui.util.comparator.FirstColumnComparator,4,3,0,1,2,0,2,1.5,4,4
net.sf.jabref.gui.util.comparator.IconComparator,4,3,0,1,8,0,3.5,1.5,3,7
net.sf.jabref.gui.util.comparator.IsMarkedComparator,3,2,0,1,2,0,1,2,2,1
net.sf.jabref.gui.util.comparator.RankingFieldComparator,3,1,0,1,10,0,5,2,3,5
net.sf.jabref.gui.util.component.CheckBoxMessage,5,3,0,1,7,0,1,1.5,2,2
net.sf.jabref.gui.util.component.DiffHighlightingTextPane,1,6,0,0,9,0,1,0,1,1
net.sf.jabref.gui.util.component.JTextAreaWithPlaceholder,1,8,0,4,32,1,1.57,1,7,11
net.sf.jabref.gui.util.component.JTextFieldWithPlaceholder,2,7,0,4,31,1,1.67,1.17,6,10
net.sf.jabref.gui.util.component.OverlayPanel,1,3,0,1,14,0,1.5,1.5,2,3
net.sf.jabref.gui.util.component.VerticalLabelUI,1,15,0,5,23,0,1.27,2,11,14
net.sf.jabref.gui.worker.AbstractWorker,23,8,0,4,n/a,18,1,0,7,5
net.sf.jabref.gui.worker.CallBack,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a
net.sf.jabref.gui.worker.CitationStyleWorker,5,5,0,1,25,0,2.33,0.67,11,7
net.sf.jabref.gui.worker.MarkEntriesAction,12,18,1,3,33,0,2.2,0.6,21,11
net.sf.jabref.gui.worker.SendAsEMailAction,12,14,1,1,45,0,3.33,0.33,23,10
net.sf.jabref.gui.worker.VersionWorker,5,10,0,1,25,0,2,1,13,10
net.sf.jabref.gui.worker.Worker,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a
net.sf.jabref.logic.CustomEntryTypesManager,10,3,0,2,12,0,2.5,1,7,5
net.sf.jabref.logic.TypedBibEntry,21,10,0,1,35,0,1.57,1.14,18,11
net.sf.jabref.logic.autocompleter.AbstractAutoCompleter,8,19,0,3,n/a,4,1.88,0.75,10,15
net.sf.jabref.logic.autocompleter.AutoCompleteFirstNameMode,3,3,n/a,0,n/a,n/a,n/a,0,0,0
net.sf.jabref.logic.autocompleter.AutoCompletePreferences,13,20,0,1,21,0,1,0.5,23,14
net.sf.jabref.logic.autocompleter.AutoCompleter,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,6,n/a
net.sf.jabref.logic.autocompleter.AutoCompleterFactory,12,5,0,1,11,0,2,1,10,6
net.sf.jabref.logic.autocompleter.AutoCompleters,8,5,0,1,6,1,1.5,1.25,6,6
net.sf.jabref.logic.autocompleter.BibtexKeyAutoCompleter,4,21,1,3,5,0,1.25,0.5,7,5
net.sf.jabref.logic.autocompleter.ContentAutoCompleters,7,7,1,0,5,0,1.5,1.5,7,3
net.sf.jabref.logic.autocompleter.DefaultAutoCompleter,4,22,1,2,7,0,1.67,1,6,5
net.sf.jabref.logic.autocompleter.EntireFieldAutoCompleter,4,21,1,2,6,1,1.33,1,6,4
net.sf.jabref.logic.autocompleter.JournalAutoCompleter,8,25,2,1,10,0,2,2,8,4
net.sf.jabref.logic.autocompleter.NameFieldAutoCompleter,7,32,1,2,41,0,3.22,1.11,21,29
net.sf.jabref.logic.autosaveandbackup.AutosaveManager,7,13,0,2,22,0,1,0.86,19,7
net.sf.jabref.logic.autosaveandbackup.BackupManager,17,20,0,1,48,0,1.2,0.78,23,12
net.sf.jabref.logic.auxparser.AuxParser,7,13,0,1,62,0,2.5,1.5,26,20
net.sf.jabref.logic.auxparser.AuxParserResult,5,17,0,1,40,0,1.27,0.18,14,14
net.sf.jabref.logic.bibtex.BibEntryWriter,16,12,0,1,64,0,2.4,2.6,27,24
net.sf.jabref.logic.bibtex.FieldContentParser,6,5,0,2,12,0,1.33,1.67,5,4
net.sf.jabref.logic.bibtex.FieldContentParserPreferences,4,4,0,1,1,0,1,0.33,3,3
net.sf.jabref.logic.bibtex.LatexFieldFormatter,15,18,0,2,67,0,4.09,1.91,20,45
net.sf.jabref.logic.bibtex.LatexFieldFormatterPreferences,6,10,0,4,2,0,1,0.5,7,6
net.sf.jabref.logic.bibtex.comparator.BibtexStringComparator,3,3,0,1,10,0,3,1.5,4,6
net.sf.jabref.logic.bibtex.comparator.CrossRefEntryComparator,3,1,0,1,2,0,3,2,2,3
net.sf.jabref.logic.bibtex.comparator.EntryComparator,6,9,0,1,39,0,6.5,2.75,10,26
net.sf.jabref.logic.bibtex.comparator.FieldComparator,17,14,0,3,45,0,3.25,0.88,15,26
net.sf.jabref.logic.bibtex.comparator.FieldComparator.FieldType,1,5,n/a,0,n/a,n/a,n/a,0,0,0
net.sf.jabref.logic.bibtex.comparator.FieldComparatorStack,4,3,0,1,1,0,2,1.5,2,4
net.sf.jabref.logic.bibtex.comparator.IdComparator,2,1,0,1,3,0,1,2,2,1
net.sf.jabref.logic.bibtexkeypattern.BibtexKeyPatternPreferences,13,15,0,7,0,0,1,0.88,8,8
net.sf.jabref.logic.bibtexkeypattern.BibtexKeyPatternUtil,30,37,0,1,506,0,6.42,1.52,67,199
net.sf.jabref.logic.bst.BibtexCaseChanger,5,11,0,1,64,0,5.88,2.88,11,47
net.sf.jabref.logic.bst.BibtexCaseChanger.FORMAT_MODE,2,7,n/a,1,n/a,n/a,1.67,0.67,4,5
net.sf.jabref.logic.bst.BibtexNameFormatter,7,5,0,1,81,0,12,2.6,14,60
net.sf.jabref.logic.bst.BibtexPurify,4,1,0,1,13,0,16,2,3,16
net.sf.jabref.logic.bst.BibtexTextPrefix,3,1,0,1,6,0,11,3,2,11
net.sf.jabref.logic.bst.BibtexWidth,3,5,0,1,13,0,8.67,1.33,6,26
net.sf.jabref.logic.bst.ChangeCaseFunction,6,4,0,1,10,0,2.5,1,6,5
net.sf.jabref.logic.bst.FormatNameFunction,7,4,0,1,12,0,3,1,8,6
net.sf.jabref.logic.bst.PurifyFunction,5,4,0,1,7,0,2,1,6,4
net.sf.jabref.logic.bst.TextPrefixFunction,5,4,0,1,10,0,2.5,1,6,5
net.sf.jabref.logic.bst.VM,19,49,0,3,4,0,4.14,0.82,70,145
net.sf.jabref.logic.bst.VM.BstEntry,10,7,0,2,0,0,1,0.33,3,3
net.sf.jabref.logic.bst.VM.BstFunction,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a
net.sf.jabref.logic.bst.VM.Identifier,2,3,0,1,0,0,1,0.5,2,2
net.sf.jabref.logic.bst.VM.MacroFunction,3,4,0,1,1,0,1,1,3,2
net.sf.jabref.logic.bst.VM.StackFunction,6,5,0,1,24,0,3.33,0.67,13,10
net.sf.jabref.logic.bst.VM.Variable,0,3,0,1,0,0,1,0.5,2,2
net.sf.jabref.logic.bst.VMException,8,1,0,0,1,0,1,1,1,1
net.sf.jabref.logic.bst.Warn,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a
net.sf.jabref.logic.bst.WidthFunction,5,4,0,1,7,0,2,1,6,4
net.sf.jabref.logic.citationstyle.CitationStyle,7,16,0,4,48,0,1.82,0.73,15,20
net.sf.jabref.logic.citationstyle.CitationStyleCache,7,7,0,1,4,0,1.4,1,10,7
net.sf.jabref.logic.citationstyle.CitationStyleCache.BibDatabaseEntryListener,4,2,0,1,4,0,1,1,3,2
net.sf.jabref.logic.citationstyle.CitationStyleGenerator,6,6,0,1,29,0,2,2.33,12,6
net.sf.jabref.logic.citationstyle.CitationStyleOutputFormat,1,9,n/a,1,n/a,n/a,1,0.33,3,3
net.sf.jabref.logic.cleanup.BiblatexCleanup,6,2,0,1,27,0,4,1,6,4
net.sf.jabref.logic.cleanup.CleanupPreferences,4,7,0,3,0,0,1,0.75,4,4
net.sf.jabref.logic.cleanup.CleanupPreset,8,19,0,1,58,0,1.53,0.47,24,26
net.sf.jabref.logic.cleanup.CleanupPreset.CleanupStep,3,9,n/a,0,n/a,n/a,n/a,0,0,0
net.sf.jabref.logic.cleanup.CleanupWorker,18,9,0,1,31,0,3.5,1.25,25,14
net.sf.jabref.logic.cleanup.Cleanups,21,8,0,1,38,0,3,0.75,8,12
net.sf.jabref.logic.cleanup.DoiCleanup,8,4,0,1,27,0,4,2,9,8
net.sf.jabref.logic.cleanup.FileLinksCleanup,7,2,0,1,12,0,3,1,6,3
net.sf.jabref.logic.cleanup.ISSNCleanup,6,2,0,1,10,0,3,1,7,3
net.sf.jabref.logic.cleanup.MoveFieldCleanup,6,5,0,1,5,0,1,1.5,6,2
net.sf.jabref.logic.cleanup.MoveFilesCleanup,10,5,0,1,38,0,5,1.5,13,10
net.sf.jabref.logic.cleanup.RelativePathsCleanup,9,5,0,1,17,0,3,1.5,11,6
net.sf.jabref.logic.cleanup.RenamePdfCleanup,11,10,0,1,50,0,3.67,2,16,11
net.sf.jabref.logic.cleanup.UpgradePdfPsToFileCleanup,8,4,0,1,23,0,2.5,0.5,8,5
net.sf.jabref.logic.error.StreamEavesdropper,3,10,0,1,6,0,1,0.33,7,6
net.sf.jabref.logic.error.TeeStream,1,4,0,1,5,0,1,1.67,3,3
net.sf.jabref.logic.exporter.BibDatabaseWriter,34,24,0,2,n/a,1,2.46,2.14,55,32
net.sf.jabref.logic.exporter.BibDatabaseWriter.SaveSessionFactory,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a
net.sf.jabref.logic.exporter.BibTeXMLExportFormat,21,37,1,1,85,0,5.67,2.17,18,34
net.sf.jabref.logic.exporter.BibtexDatabaseWriter,22,32,1,1,85,0,1.7,1.7,25,17
net.sf.jabref.logic.exporter.CustomExportList,11,14,0,2,57,0,1.7,1.7,22,17
net.sf.jabref.logic.exporter.ExportComparator,1,1,0,1,3,0,1,2,1,1
net.sf.jabref.logic.exporter.ExportFormat,23,29,0,5,71,5,2.62,1.92,31,34
net.sf.jabref.logic.exporter.ExportFormats,18,7,0,1,42,0,1.8,1.6,14,9
net.sf.jabref.logic.exporter.FileSaveSession,12,24,1,3,19,0,1.67,1.33,16,10
net.sf.jabref.logic.exporter.IExportFormat,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,5,n/a
net.sf.jabref.logic.exporter.MSBibExportFormat,9,29,1,1,13,0,1.5,2,9,3
net.sf.jabref.logic.exporter.MetaDataSerializer,9,4,0,1,71,0,3.25,1.5,18,13
net.sf.jabref.logic.exporter.ModsExportFormat,35,53,1,1,187,0,3.14,2.29,54,66
net.sf.jabref.logic.exporter.OOCalcDatabase,9,6,0,1,176,0,1.5,1.75,14,6
net.sf.jabref.logic.exporter.OpenDocumentRepresentation,9,7,0,1,179,0,1.5,1.75,14,6
net.sf.jabref.logic.exporter.OpenDocumentSpreadsheetCreator,7,35,1,1,44,0,1.86,2.43,15,13
net.sf.jabref.logic.exporter.OpenOfficeDocumentCreator,6,35,1,1,32,0,1.71,2.43,14,12
net.sf.jabref.logic.exporter.SaveException,18,16,0,3,14,0,1.09,1.18,12,12
net.sf.jabref.logic.exporter.SavePreferences,21,29,0,2,17,0,1.16,0.84,27,22
net.sf.jabref.logic.exporter.SavePreferences.DatabaseSaveType,4,2,n/a,0,n/a,n/a,n/a,0,0,0
net.sf.jabref.logic.exporter.SaveSession,15,13,0,7,n/a,2,1,0.78,9,7
net.sf.jabref.logic.exporter.StringSaveSession,3,20,1,1,10,0,1,1.2,9,5
net.sf.jabref.logic.exporter.VerifyingWriter,8,7,0,1,12,0,2,0.75,4,8
net.sf.jabref.logic.formatter.Formatters,25,5,0,1,16,0,5,1,3,5
net.sf.jabref.logic.formatter.IdentityFormatter,3,14,0,5,5,0,1,0.29,10,7
net.sf.jabref.logic.formatter.bibtexfields.ClearFormatter,7,12,0,5,3,0,1,0.2,6,5
net.sf.jabref.logic.formatter.bibtexfields.HtmlToLatexFormatter,9,20,0,5,79,0,3.17,0.5,9,19
net.sf.jabref.logic.formatter.bibtexfields.HtmlToUnicodeFormatter,5,13,0,5,3,0,1,0.2,7,5
net.sf.jabref.logic.formatter.bibtexfields.LatexCleanupFormatter,3,12,0,5,12,0,1,0.2,6,5
net.sf.jabref.logic.formatter.bibtexfields.NormalizeDateFormatter,4,15,0,5,14,0,1.25,0.38,11,10
net.sf.jabref.logic.formatter.bibtexfields.NormalizeMonthFormatter,6,12,0,5,5,0,1.2,0.2,8,6
net.sf.jabref.logic.formatter.bibtexfields.NormalizeNamesFormatter,7,12,0,5,5,0,1,0.2,8,5
net.sf.jabref.logic.formatter.bibtexfields.NormalizePagesFormatter,6,18,0,5,17,0,1.43,0.29,11,10
net.sf.jabref.logic.formatter.bibtexfields.OrdinalsToSuperscriptFormatter,4,14,0,5,7,0,1.2,0.2,6,6
net.sf.jabref.logic.formatter.bibtexfields.RemoveBracesFormatter,6,13,0,5,12,0,2,0.33,7,12
net.sf.jabref.logic.formatter.bibtexfields.UnicodeToLatexFormatter,8,14,0,5,27,0,2.6,0.2,8,13
net.sf.jabref.logic.formatter.bibtexfields.UnitsToLatexFormatter,6,16,0,5,15,0,1.67,0.17,7,10
net.sf.jabref.logic.formatter.casechanger.CapitalizeFormatter,5,12,0,5,6,0,1,0.2,9,5
net.sf.jabref.logic.formatter.casechanger.LowerCaseFormatter,6,14,0,5,8,0,1,0.29,13,7
net.sf.jabref.logic.formatter.casechanger.ProtectTermsFormatter,9,17,0,5,9,0,1.22,0.56,11,11
net.sf.jabref.logic.formatter.casechanger.SentenceCaseFormatter,7,12,0,5,8,0,1,0.2,10,5
net.sf.jabref.logic.formatter.casechanger.Title,7,6,0,1,21,0,1.4,0.2,6,7
net.sf.jabref.logic.formatter.casechanger.TitleCaseFormatter,6,12,0,5,23,0,1.4,0.2,11,7
net.sf.jabref.logic.formatter.casechanger.TitleParser,3,6,0,1,19,0,2.75,0.75,5,11
net.sf.jabref.logic.formatter.casechanger.UpperCaseFormatter,5,12,0,5,6,0,1,0.2,9,5
net.sf.jabref.logic.formatter.casechanger.Word,9,11,0,3,20,0,2,0.25,8,16
net.sf.jabref.logic.formatter.minifier.MinifyNameListFormatter,4,13,0,5,9,0,1.83,0.33,7,11
net.sf.jabref.logic.groups.GroupDescriptions,9,6,0,4,85,0,3.33,1.5,13,20
net.sf.jabref.logic.groups.GroupsParser,13,7,0,1,65,0,3,1.71,24,21
net.sf.jabref.logic.help.HelpFile,43,46,n/a,1,n/a,n/a,1,0.5,2,2
net.sf.jabref.logic.importer.EntryBasedFetcher,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a
net.sf.jabref.logic.importer.EntryBasedParserFetcher,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,6,n/a
net.sf.jabref.logic.importer.FetcherException,24,9,1,0,3,0,1,2,6,3
net.sf.jabref.logic.importer.FulltextFetcher,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a
net.sf.jabref.logic.importer.FulltextFetchers,15,5,0,1,26,0,2,1,14,6
net.sf.jabref.logic.importer.IdBasedFetcher,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a
net.sf.jabref.logic.importer.IdBasedParserFetcher,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,11,n/a
net.sf.jabref.logic.importer.IdFetcher,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a
net.sf.jabref.logic.importer.ImportFormatPreferences,27,14,0,2,0,0,1,0.88,8,8
net.sf.jabref.logic.importer.ImportFormatReader,37,11,0,2,22,0,2.43,1,28,17
net.sf.jabref.logic.importer.ImportFormatReader.UnknownFormatImport,5,3,0,0,0,0,1,2,1,1
net.sf.jabref.logic.importer.ImportInspector,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2,n/a
net.sf.jabref.logic.importer.Importer,28,16,0,4,n/a,19,1.4,0.8,18,14
net.sf.jabref.logic.importer.MimeTypeDetector,2,3,0,1,26,0,2,1,9,4
net.sf.jabref.logic.importer.OpenDatabase,14,3,0,1,32,0,4,2,25,8
net.sf.jabref.logic.importer.OutputPrinter,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3,n/a
net.sf.jabref.logic.importer.ParseException,11,3,0,0,3,0,1,1.33,3,3
net.sf.jabref.logic.importer.Parser,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a
net.sf.jabref.logic.importer.ParserException,0,3,0,0,3,0,1,1.33,3,3
net.sf.jabref.logic.importer.ParserResult,56,39,0,8,18,0,1.14,0.5,32,32
net.sf.jabref.logic.importer.SearchBasedFetcher,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a
net.sf.jabref.logic.importer.SearchBasedParserFetcher,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,7,n/a
net.sf.jabref.logic.importer.WebFetcher,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2,n/a
net.sf.jabref.logic.importer.WebFetchers,7,1,0,1,2,0,5,2,4,5
net.sf.jabref.logic.importer.fetcher.ACS,5,4,0,1,17,0,3,1,9,3
net.sf.jabref.logic.importer.fetcher.ArXiv,15,20,0,3,58,0,2,1.33,27,24
net.sf.jabref.logic.importer.fetcher.ArXiv.ArXivEntry,9,15,0,1,58,0,2.2,0.4,15,11
net.sf.jabref.logic.importer.fetcher.AstrophysicsDataSystem,17,32,0,4,49,0,1.1,0.7,22,11
net.sf.jabref.logic.importer.fetcher.BibsonomyScraper,5,4,0,1,13,0,1,2,6,1
net.sf.jabref.logic.importer.fetcher.CrossRef,6,9,0,1,51,0,2.5,1.75,23,10
net.sf.jabref.logic.importer.fetcher.DiVA,7,14,0,5,5,0,1,0.5,10,6
net.sf.jabref.logic.importer.fetcher.DoiFetcher,14,9,0,3,11,0,1.2,0.6,14,6
net.sf.jabref.logic.importer.fetcher.DoiResolution,6,3,0,1,31,0,6,1,17,6
net.sf.jabref.logic.importer.fetcher.GoogleScholar,14,18,0,2,61,0,2.25,0.75,33,18
net.sf.jabref.logic.importer.fetcher.GvkFetcher,6,15,0,4,21,0,1.67,0.5,9,10
net.sf.jabref.logic.importer.fetcher.IEEE,6,7,0,1,37,0,8,1,5,8
net.sf.jabref.logic.importer.fetcher.IsbnFetcher,15,14,0,5,11,0,1.17,0.5,18,7
net.sf.jabref.logic.importer.fetcher.MathSciNet,13,19,0,4,35,0,1.17,0.67,16,7
net.sf.jabref.logic.importer.fetcher.MedlineFetcher,11,23,0,5,64,0,2.3,0.7,24,23
net.sf.jabref.logic.importer.fetcher.ScienceDirect,5,6,0,1,33,0,3.5,1,22,7
net.sf.jabref.logic.importer.fetcher.SpringerLink,5,6,0,1,24,0,3,1,12,3
net.sf.jabref.logic.importer.fetcher.zbMATH,11,15,0,4,18,0,1,0.5,17,9
net.sf.jabref.logic.importer.fileformat.BibTeXMLImporter,10,26,1,5,119,0,4.09,1.27,37,45
net.sf.jabref.logic.importer.fileformat.BiblioscapeImporter,6,17,1,5,208,0,14.6,0.4,8,73
net.sf.jabref.logic.importer.fileformat.BibtexImporter,8,22,1,6,28,0,1.88,0.75,12,15
net.sf.jabref.logic.importer.fileformat.BibtexParser,38,57,0,2,321,0,3.24,0.64,84,146
net.sf.jabref.logic.importer.fileformat.CopacImporter,6,20,1,6,76,0,4.14,0.86,11,29
net.sf.jabref.logic.importer.fileformat.CustomImporter,9,29,1,3,19,0,1.14,0.5,20,16
net.sf.jabref.logic.importer.fileformat.EndnoteImporter,10,24,1,6,113,0,7.62,0.5,15,61
net.sf.jabref.logic.importer.fileformat.FreeCiteImporter,19,21,1,5,105,0,3.14,0.57,26,22
net.sf.jabref.logic.importer.fileformat.GvkParser,6,9,0,1,153,0,12.57,1.43,13,88
net.sf.jabref.logic.importer.fileformat.InspecImporter,7,18,1,5,57,0,5,0.4,8,25
net.sf.jabref.logic.importer.fileformat.IsiImporter,10,27,1,7,166,0,6,0.69,19,78
net.sf.jabref.logic.importer.fileformat.MedlineImporter,64,49,1,6,387,0,4.48,1.7,162,148
net.sf.jabref.logic.importer.fileformat.MedlinePlainImporter,9,32,1,5,226,0,5.53,1.73,18,83
net.sf.jabref.logic.importer.fileformat.ModsImporter,37,39,1,5,265,0,3.43,2.09,53,79
net.sf.jabref.logic.importer.fileformat.MsBibImporter,5,17,1,5,9,0,1,0.4,7,5
net.sf.jabref.logic.importer.fileformat.OvidImporter,9,26,1,5,155,0,7,0.5,10,42
net.sf.jabref.logic.importer.fileformat.PdfContentImporter,17,33,1,6,183,0,5.73,0.6,32,86
net.sf.jabref.logic.importer.fileformat.PdfXmpImporter,8,22,1,7,9,0,1,0.78,14,9
net.sf.jabref.logic.importer.fileformat.RepecNepImporter,9,34,1,6,144,0,3.27,1,24,49
net.sf.jabref.logic.importer.fileformat.RisImporter,11,19,1,5,150,0,10.5,0.67,11,63
net.sf.jabref.logic.importer.fileformat.SilverPlatterImporter,7,18,1,5,101,0,7,0.4,8,35
net.sf.jabref.logic.importer.util.DBLPHelper,5,8,0,2,23,0,1.25,1,6,5
net.sf.jabref.logic.importer.util.DBLPHelper.DBLPQueryCleaner,1,1,0,1,4,0,1,1,1,1
net.sf.jabref.logic.importer.util.INSPIREBibtexFilterReader,1,9,0,1,13,0,3.5,0.5,4,14
net.sf.jabref.logic.importer.util.JSONEntryParser,6,3,0,1,125,0,19.5,1.5,21,39
net.sf.jabref.logic.importer.util.MetaDataParser,8,5,0,1,57,0,6.25,1.25,21,25
net.sf.jabref.logic.importer.util.OAI2Handler,4,12,0,2,48,0,3,1.71,9,21
net.sf.jabref.logic.integrity.ASCIICharacterChecker,5,2,0,1,8,0,3,1,6,3
net.sf.jabref.logic.integrity.AbbreviationChecker,5,4,0,1,8,0,2,1,5,4
net.sf.jabref.logic.integrity.AuthorNameChecker,7,2,0,1,17,0,6,1,6,6
net.sf.jabref.logic.integrity.BibStringChecker,7,3,0,1,12,0,5,1,5,5
net.sf.jabref.logic.integrity.BiblatexPagesChecker,6,4,0,1,11,0,3,1,4,3
net.sf.jabref.logic.integrity.BibtexkeyChecker,7,2,0,1,13,0,3,1,7,3
net.sf.jabref.logic.integrity.BooktitleChecker,6,2,0,1,9,0,3,1,4,3
net.sf.jabref.logic.integrity.BracketChecker,5,4,0,1,11,0,4,1,5,8
net.sf.jabref.logic.integrity.EditionChecker,7,6,0,1,21,0,2.5,1,6,5
net.sf.jabref.logic.integrity.EntryLinkChecker,8,4,0,1,21,0,4,1,7,8
net.sf.jabref.logic.integrity.FileChecker,11,5,0,1,21,0,2.5,1.5,8,5
net.sf.jabref.logic.integrity.HTMLCharacterChecker,7,3,0,1,12,0,4,1,5,4
net.sf.jabref.logic.integrity.HowpublishedChecker,7,5,0,1,13,0,2,1,6,4
net.sf.jabref.logic.integrity.ISBNChecker,7,2,0,1,11,0,4,1,8,4
net.sf.jabref.logic.integrity.ISSNChecker,7,2,0,1,12,0,4,1,8,4
net.sf.jabref.logic.integrity.IntegrityCheck,31,5,0,1,58,0,2.67,1,39,8
net.sf.jabref.logic.integrity.IntegrityCheck.Checker,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a
net.sf.jabref.logic.integrity.IntegrityMessage,27,9,0,3,5,0,1,0.5,7,6
net.sf.jabref.logic.integrity.MonthChecker,7,6,0,1,24,0,2.5,1,6,5
net.sf.jabref.logic.integrity.NoBibtexFieldChecker,6,2,0,1,5,0,2,1,4,2
net.sf.jabref.logic.integrity.NoteChecker,7,5,0,1,13,0,2,1,6,4
net.sf.jabref.logic.integrity.PagesChecker,6,4,0,1,11,0,3,1,4,3
net.sf.jabref.logic.integrity.TitleChecker,6,4,0,1,17,0,6,1,4,6
net.sf.jabref.logic.integrity.TypeChecker,6,2,0,1,8,0,3,1,5,3
net.sf.jabref.logic.integrity.UrlChecker,6,2,0,1,8,0,3,1,4,3
net.sf.jabref.logic.integrity.YearChecker,6,5,0,1,18,0,4,1,4,4
net.sf.jabref.logic.journals.Abbreviation,10,12,0,1,25,0,1.56,0.56,9,14
net.sf.jabref.logic.journals.AbbreviationParser,4,8,0,1,26,0,1.67,1,10,10
net.sf.jabref.logic.journals.JournalAbbreviationLoader,21,13,0,1,37,0,1.62,0.75,20,13
net.sf.jabref.logic.journals.JournalAbbreviationPreferences,6,9,0,4,0,0,1,0.8,5,5
net.sf.jabref.logic.journals.JournalAbbreviationRepository,10,15,0,2,64,0,1.7,0.8,16,17
net.sf.jabref.logic.l10n.EncodingControl,1,3,0,1,7,0,2.5,3,2,5
net.sf.jabref.logic.l10n.Encodings,4,2,0,0,15,0,n/a,0,0,0
net.sf.jabref.logic.l10n.Languages,2,2,0,1,28,0,4,1,1,4
net.sf.jabref.logic.l10n.Localization,398,10,0,1,27,0,1.8,2,14,9
net.sf.jabref.logic.l10n.LocalizationKey,2,5,0,1,13,0,1,0.25,4,4
net.sf.jabref.logic.l10n.LocalizationKeyParams,2,4,0,1,7,0,2,1,4,4
net.sf.jabref.logic.layout.AbstractParamLayoutFormatter,6,4,0,1,n/a,5,9,1,1,9
net.sf.jabref.logic.layout.Layout,16,8,0,2,19,0,4,1.4,14,20
net.sf.jabref.logic.layout.LayoutEntry,76,20,0,1,129,0,12.58,1.5,38,151
net.sf.jabref.logic.layout.LayoutFormatter,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a
net.sf.jabref.logic.layout.LayoutFormatterPreferences,22,13,0,5,4,0,1,0.88,8,8
net.sf.jabref.logic.layout.LayoutHelper,10,27,0,2,67,0,5.17,0.42,14,62
net.sf.jabref.logic.layout.ParamLayoutFormatter,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a
net.sf.jabref.logic.layout.StringInt,4,3,0,0,0,0,1,2,1,1
net.sf.jabref.logic.layout.format.AuthorAbbreviator,4,2,0,1,2,0,1,1,3,1
net.sf.jabref.logic.layout.format.AuthorAndsCommaReplacer,3,2,0,1,7,0,5,1,1,5
net.sf.jabref.logic.layout.format.AuthorAndsReplacer,3,2,0,1,7,0,6,1,1,6
