Chidamber-Kemerer metrics,Mon, 18 May 2020 19:32:41 CEST,,,,,,,,
net.sf.jabref.logic.layout.format.AuthorFirstAbbrLastCommas,3,2,0,1,1,0,1,1,2,1
net.sf.jabref.logic.layout.format.AuthorFirstAbbrLastOxfordCommas,3,2,0,1,1,0,1,1,2,1
net.sf.jabref.logic.layout.format.AuthorFirstFirst,3,2,0,1,1,0,1,1,2,1
net.sf.jabref.logic.layout.format.AuthorFirstFirstCommas,3,2,0,1,1,0,1,1,2,1
net.sf.jabref.logic.layout.format.AuthorFirstLastCommas,3,2,0,1,1,0,1,1,2,1
net.sf.jabref.logic.layout.format.AuthorFirstLastOxfordCommas,3,2,0,1,1,0,1,1,2,1
net.sf.jabref.logic.layout.format.AuthorLF_FF,3,2,0,1,2,0,1,1,3,1
net.sf.jabref.logic.layout.format.AuthorLF_FFAbbr,3,2,0,1,2,0,1,1,3,1
net.sf.jabref.logic.layout.format.AuthorLastFirst,3,2,0,1,1,0,1,1,2,1
net.sf.jabref.logic.layout.format.AuthorLastFirstAbbrCommas,3,2,0,1,1,0,1,1,2,1
net.sf.jabref.logic.layout.format.AuthorLastFirstAbbrOxfordCommas,3,2,0,1,1,0,1,1,2,1
net.sf.jabref.logic.layout.format.AuthorLastFirstAbbreviator,3,2,0,1,1,0,1,1,2,1
net.sf.jabref.logic.layout.format.AuthorLastFirstCommas,3,2,0,1,1,0,1,1,2,1
net.sf.jabref.logic.layout.format.AuthorLastFirstOxfordCommas,3,2,0,1,1,0,1,1,2,1
net.sf.jabref.logic.layout.format.AuthorNatBib,3,2,0,1,1,0,1,1,2,1
net.sf.jabref.logic.layout.format.AuthorOrgSci,4,2,0,1,11,0,3,1,7,3
net.sf.jabref.logic.layout.format.Authors,4,37,1,1,132,0,11.2,1.8,14,56
net.sf.jabref.logic.layout.format.CompositeFormat,2,6,0,1,4,0,1.25,1,5,5
net.sf.jabref.logic.layout.format.CreateBibORDFAuthors,3,3,0,1,17,0,2.5,2,2,5
net.sf.jabref.logic.layout.format.CreateDocBookAuthors,7,4,0,1,46,1,2,2,10,4
net.sf.jabref.logic.layout.format.CreateDocBookEditors,3,4,1,1,3,0,1,1,3,1
net.sf.jabref.logic.layout.format.CurrentDate,2,3,0,1,5,0,2,1,1,2
net.sf.jabref.logic.layout.format.DOICheck,3,2,0,1,5,0,3,1,2,3
net.sf.jabref.logic.layout.format.DOIStrip,3,2,0,1,3,0,2,1,2,2
net.sf.jabref.logic.layout.format.DateFormatter,2,5,0,1,3,0,1,1,2,2
net.sf.jabref.logic.layout.format.Default,2,5,0,1,1,0,1.5,1,2,3
net.sf.jabref.logic.layout.format.EntryTypeFormatter,5,2,0,1,2,0,1,1,5,1
net.sf.jabref.logic.layout.format.FileLink,6,8,0,1,18,0,3.67,1,11,11
net.sf.jabref.logic.layout.format.FileLinkPreferences,4,5,0,2,0,0,1,0.67,3,3
net.sf.jabref.logic.layout.format.FirstPage,3,2,0,1,1,0,3,1,1,3
net.sf.jabref.logic.layout.format.FormatPagesForHTML,2,2,0,1,1,0,1,1,1,1
net.sf.jabref.logic.layout.format.FormatPagesForXML,2,2,0,1,1,0,1,1,1,1
net.sf.jabref.logic.layout.format.GetOpenOfficeType,4,2,0,1,14,0,15,1,1,15
net.sf.jabref.logic.layout.format.HTMLChars,4,4,0,1,64,0,17,1,3,34
net.sf.jabref.logic.layout.format.HTMLParagraphs,2,3,0,1,16,0,5,1,1,5
net.sf.jabref.logic.layout.format.IfPlural,2,6,1,1,6,0,2.5,1,3,5
net.sf.jabref.logic.layout.format.Iso690FormatDate,3,2,0,1,19,0,5,1,1,5
net.sf.jabref.logic.layout.format.Iso690NamesAuthors,3,2,0,1,40,0,10,1,1,10
net.sf.jabref.logic.layout.format.JournalAbbreviator,5,5,0,1,5,0,1,1.5,4,2
net.sf.jabref.logic.layout.format.LastPage,3,2,0,1,1,0,4,1,1,4
net.sf.jabref.logic.layout.format.LatexToUnicodeFormatter,10,14,0,5,3,0,1,0.2,7,5
net.sf.jabref.logic.layout.format.NameFormatter,7,8,0,2,31,0,4,1.6,10,20
net.sf.jabref.logic.layout.format.NameFormatterPreferences,3,5,0,2,0,0,1,0.67,3,3
net.sf.jabref.logic.layout.format.NoSpaceBetweenAbbreviations,2,2,0,1,1,0,1,1,1,1
net.sf.jabref.logic.layout.format.NotFoundFormatter,3,5,0,1,1,0,1,0.67,4,3
net.sf.jabref.logic.layout.format.Number,3,4,0,2,1,0,1,1,2,2
net.sf.jabref.logic.layout.format.Ordinal,2,3,0,1,8,0,7,1,1,7
net.sf.jabref.logic.layout.format.RTFChars,5,6,0,1,63,0,25,1.67,8,75
net.sf.jabref.logic.layout.format.RemoveBrackets,4,2,0,1,4,0,3,1,1,3
net.sf.jabref.logic.layout.format.RemoveBracketsAddComma,2,2,0,1,5,0,4,1,1,4
net.sf.jabref.logic.layout.format.RemoveLatexCommandsFormatter,4,2,0,1,18,0,12,1,1,12
net.sf.jabref.logic.layout.format.RemoveTilde,3,2,0,1,6,0,4,1,1,4
net.sf.jabref.logic.layout.format.RemoveWhitespace,4,2,0,1,6,0,4,1,1,4
net.sf.jabref.logic.layout.format.Replace,2,6,1,1,5,0,2,1,3,4
net.sf.jabref.logic.layout.format.RisAuthors,5,5,0,1,7,0,2.5,1,3,5
net.sf.jabref.logic.layout.format.RisKeywords,5,2,0,1,7,0,4,1,4,4
net.sf.jabref.logic.layout.format.RisMonth,4,2,0,1,3,0,3,1,3,3
net.sf.jabref.logic.layout.format.ToLowerCase,2,2,0,1,1,0,2,1,1,2
net.sf.jabref.logic.layout.format.ToUpperCase,2,2,0,1,1,0,2,1,1,2
net.sf.jabref.logic.layout.format.WrapContent,2,6,1,1,5,0,3,1,3,6
net.sf.jabref.logic.layout.format.WrapFileLinks,7,20,1,1,0,0,6,1,18,30
net.sf.jabref.logic.layout.format.WrapFileLinks.FormatEntry,1,6,0,2,0,0,1,0.5,4,4
net.sf.jabref.logic.layout.format.XMLChars,4,7,0,1,28,0,4.33,1,4,13
net.sf.jabref.logic.logging.Cache,2,12,0,1,9,0,1.43,0.29,7,10
net.sf.jabref.logic.logging.GuiAppender,2,68,3,2,6,0,1.67,2.33,10,5
net.sf.jabref.logic.logging.JabRefLogger,1,3,0,1,8,0,1,0,9,2
net.sf.jabref.logic.msbib.BibTeXConverter,10,5,0,1,56,0,4.5,2.5,13,18
net.sf.jabref.logic.msbib.MSBibConverter,7,4,0,1,93,0,9.5,1,13,19
net.sf.jabref.logic.msbib.MSBibDatabase,7,9,0,1,37,0,2.2,0.8,12,11
net.sf.jabref.logic.msbib.MSBibEntry,6,47,0,1,175,0,3.58,1.58,22,43
net.sf.jabref.logic.msbib.MSBibEntryType,1,17,n/a,0,n/a,n/a,n/a,0,0,0
net.sf.jabref.logic.msbib.MSBibMapping,8,9,0,5,87,0,1,1,18,6
net.sf.jabref.logic.msbib.PageNumbers,3,9,0,1,23,0,1.6,0.8,5,8
net.sf.jabref.logic.msbib.PersonName,5,16,0,1,30,0,1.69,0.62,15,22
net.sf.jabref.logic.net.ProxyAuthenticator,1,1,0,1,12,0,3,0,1,3
net.sf.jabref.logic.net.ProxyPreferences,4,15,0,6,7,0,3.22,0.78,9,29
net.sf.jabref.logic.net.ProxyRegisterer,3,1,0,1,12,0,3,1,7,3
net.sf.jabref.logic.net.URLDownload,13,20,0,1,47,1,1.53,0.93,18,23
net.sf.jabref.logic.net.URLUtil,2,4,0,2,12,0,3.5,1,2,7
net.sf.jabref.logic.openoffice.CitationEntry,3,15,0,3,14,0,1.36,1,11,15
net.sf.jabref.logic.openoffice.OOBibStyle,20,102,0,3,285,0,2.88,1.17,56,121
net.sf.jabref.logic.openoffice.OOBibStyle.BibStyleMode,1,6,n/a,0,n/a,n/a,n/a,0,0,0
net.sf.jabref.logic.openoffice.OOPreFormatter,6,4,0,1,59,0,16.5,1,3,33
net.sf.jabref.logic.openoffice.OOUtil,6,17,0,3,95,0,5,3.29,17,35
net.sf.jabref.logic.openoffice.OOUtil.Formatting,2,8,n/a,0,n/a,n/a,n/a,0,0,0
net.sf.jabref.logic.openoffice.OpenOfficeFileSearch,1,7,0,3,30,0,4,0.67,6,24
net.sf.jabref.logic.openoffice.OpenOfficePreferences,7,31,0,1,30,0,1.05,0.57,31,22
net.sf.jabref.logic.openoffice.StyleLoader,6,17,0,1,45,0,2.25,0.62,21,18
net.sf.jabref.logic.openoffice.UndefinedBibtexEntry,5,80,1,1,3,0,1,0.5,5,2
net.sf.jabref.logic.openoffice.UndefinedParagraphFormatException,3,3,0,1,1,0,1,0.5,2,2
net.sf.jabref.logic.protectedterms.ProtectedTermsList,7,21,0,2,20,0,1.2,0.93,17,18
net.sf.jabref.logic.protectedterms.ProtectedTermsLoader,12,16,0,1,78,0,2,1.46,32,26
net.sf.jabref.logic.protectedterms.ProtectedTermsParser,3,10,0,1,27,0,1.33,1.5,12,8
net.sf.jabref.logic.protectedterms.ProtectedTermsPreferences,2,9,0,4,0,0,1,0.8,5,5
net.sf.jabref.logic.remote.RemotePreferences,3,8,0,2,1,0,1,0.83,6,6
net.sf.jabref.logic.remote.RemoteUtil,1,1,0,1,0,0,1,1,1,1
net.sf.jabref.logic.remote.client.RemoteListenerClient,3,3,0,1,13,0,2,2,8,2
net.sf.jabref.logic.remote.server.MessageHandler,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a
net.sf.jabref.logic.remote.server.RemoteListenerServer,3,8,0,1,13,0,1.67,0.67,10,5
net.sf.jabref.logic.remote.server.RemoteListenerServerLifecycle,6,9,0,1,12,0,1.43,0.57,12,10
net.sf.jabref.logic.remote.server.RemoteListenerServerThread,3,5,0,1,7,0,1,0.67,8,3
net.sf.jabref.logic.remote.shared.Protocol,2,9,0,1,14,0,1.25,0.5,6,5
net.sf.jabref.logic.search.DatabaseSearcher,5,5,0,1,13,0,1.5,1,8,3
net.sf.jabref.logic.search.SearchQuery,20,22,0,2,29,0,1.31,0.25,24,21
net.sf.jabref.logic.search.SearchQueryHighlightListener,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a
net.sf.jabref.logic.search.SearchQueryHighlightObservable,6,8,0,1,26,0,1.67,1,14,10
net.sf.jabref.logic.search.rules.describer.ContainsAndRegexBasedSearchRuleDescriber,6,7,0,1,23,0,2.67,1,7,8
net.sf.jabref.logic.search.rules.describer.GrammarBasedSearchRuleDescriber,13,6,0,1,51,0,2.43,1.5,4,17
net.sf.jabref.logic.search.rules.describer.SearchDescriber,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a
net.sf.jabref.logic.search.rules.describer.SearchDescribers,8,1,0,1,5,0,4,2,8,4
net.sf.jabref.logic.specialfields.SpecialFieldsUtils,12,6,0,3,38,0,2.33,3.33,20,14
net.sf.jabref.logic.undo.AddUndoableActionEvent,3,10,1,0,1,0,1,4,2,1
net.sf.jabref.logic.undo.UndoChangeEvent,3,9,0,4,0,2,1,0.8,5,5
net.sf.jabref.logic.undo.UndoRedoEvent,3,10,1,0,1,0,1,4,2,1
net.sf.jabref.logic.util.BuildInfo,6,15,0,4,16,0,1.17,0.17,7,7
net.sf.jabref.logic.util.DOI,19,15,0,4,29,0,1.43,0.57,10,10
net.sf.jabref.logic.util.FileExtensions,39,35,n/a,1,n/a,n/a,1.25,0.5,5,5
net.sf.jabref.logic.util.ISBN,3,10,0,1,18,0,2,0.12,8,16
net.sf.jabref.logic.util.ISSN,2,8,0,1,13,0,2,0.2,5,10
net.sf.jabref.logic.util.OS,40,6,0,0,7,0,n/a,0,0,0
net.sf.jabref.logic.util.OptionalUtil,1,2,0,2,10,0,1.5,1,2,3
net.sf.jabref.logic.util.TestEntry,5,1,0,1,16,0,1,0,5,1
net.sf.jabref.logic.util.UpdateField,13,8,0,2,43,0,2,3.5,24,16
net.sf.jabref.logic.util.UpdateFieldPreferences,2,15,0,7,0,0,1,0.88,8,8
net.sf.jabref.logic.util.Version,7,26,0,1,79,0,2.47,0.33,23,37
net.sf.jabref.logic.util.Version.DevelopmentStage,1,9,n/a,2,n/a,n/a,2.33,1.33,4,7
net.sf.jabref.logic.util.date.EasyDateFormat,4,8,0,5,9,0,1,0.71,7,7
net.sf.jabref.logic.util.io.DatabaseFileLookup,9,5,0,2,17,0,2,1.33,10,6
net.sf.jabref.logic.util.io.FileBasedLock,5,11,0,1,26,0,1.71,1.14,10,12
net.sf.jabref.logic.util.io.FileFinder,1,2,0,1,16,0,2,2,3,2
net.sf.jabref.logic.util.io.FileHistory,2,9,0,1,9,0,1.14,0.57,7,8
net.sf.jabref.logic.util.io.FileNameCleaner,1,3,0,1,9,0,2,1,2,4
net.sf.jabref.logic.util.io.FileUtil,43,17,0,6,127,0,3.93,2.21,29,55
net.sf.jabref.logic.util.io.RegExpFileSearch,7,11,0,2,83,0,5,4.71,14,35
net.sf.jabref.logic.util.io.XMLUtil,3,7,0,4,2,0,1.67,1.67,9,10
net.sf.jabref.logic.util.io.XMLUtil.NodeListWrapper,1,4,0,1,2,0,1,0.67,3,3
net.sf.jabref.logic.util.strings.DiffHighlighting,1,8,0,1,48,0,11,3,2,22
net.sf.jabref.logic.util.strings.QuotedStringTokenizer,1,9,0,1,13,0,2.5,1,4,10
net.sf.jabref.logic.util.strings.RtfCharMap,1,4,0,1,189,0,1,1,3,3
net.sf.jabref.logic.util.strings.StringLengthComparator,2,1,0,1,4,0,3,2,1,3
net.sf.jabref.logic.util.strings.XmlCharsMap,1,1,0,0,107,0,1,0,1,1
net.sf.jabref.logic.xmp.EncryptedPdfsNotSupportedException,2,0,0,0,0,0,n/a,0,0,0
net.sf.jabref.logic.xmp.XMPPreferences,6,7,0,3,0,0,1,0.75,4,4
net.sf.jabref.logic.xmp.XMPSchemaBibtex,11,58,1,1,100,0,2,1.55,48,44
net.sf.jabref.logic.xmp.XMPUtil,22,22,0,6,274,0,4.71,2.62,103,99
net.sf.jabref.migrations.FileLinksUpgradeWarning,19,13,0,1,88,0,4,1.57,37,28
net.sf.jabref.migrations.PreferencesMigrations,6,5,0,1,66,0,4,0.5,16,16
net.sf.jabref.model.ChainNode,1,10,0,1,n/a,1,1.62,0.62,8,13
net.sf.jabref.model.Defaults,10,3,0,0,0,0,1,0.5,2,2
net.sf.jabref.model.DuplicateCheck,18,18,0,2,82,0,5.25,2.5,19,42
net.sf.jabref.model.EntryTypes,26,11,0,1,46,0,2,1.33,18,18
net.sf.jabref.model.EntryTypes.InternalEntryTypes,2,11,0,1,24,0,1.5,0.88,9,12
net.sf.jabref.model.FieldChange,31,12,0,4,7,0,2.75,0.62,10,22
net.sf.jabref.model.bibtexkeypattern.AbstractBibtexKeyPattern,10,15,0,1,n/a,2,1.5,0.69,13,18
net.sf.jabref.model.bibtexkeypattern.DatabaseBibtexKeyPattern,4,17,1,1,1,0,1,1,3,2
net.sf.jabref.model.bibtexkeypattern.GlobalBibtexKeyPattern,13,17,1,1,0,0,1,1,2,2
net.sf.jabref.model.cleanup.CleanupJob,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a
net.sf.jabref.model.cleanup.FieldFormatterCleanup,15,13,0,1,26,0,1.9,0.8,19,19
net.sf.jabref.model.cleanup.FieldFormatterCleanups,13,13,0,1,31,0,2.11,0.89,13,19
net.sf.jabref.model.cleanup.Formatter,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,7,n/a
net.sf.jabref.model.database.BibDatabase,145,54,0,4,151,0,1.75,0.84,75,77
net.sf.jabref.model.database.BibDatabaseContext,114,33,0,1,59,0,1.41,1.26,43,38
net.sf.jabref.model.database.BibDatabaseMode,42,7,n/a,2,n/a,n/a,1.6,0.4,6,8
net.sf.jabref.model.database.BibDatabaseModeDetection,7,6,0,3,20,0,1.33,1.33,4,4
net.sf.jabref.model.database.BibDatabases,6,2,0,2,9,0,1.5,1,6,3
net.sf.jabref.model.database.DatabaseLocation,7,2,n/a,0,n/a,n/a,n/a,0,0,0
net.sf.jabref.model.database.DuplicationChecker,9,9,0,2,28,0,1.75,1,13,14
net.sf.jabref.model.database.EntrySorter,3,4,0,1,3,0,1,1,3,3
net.sf.jabref.model.database.KeyChangeListener,7,8,0,1,32,0,2.67,2.5,17,16
net.sf.jabref.model.database.KeyCollisionException,12,4,0,0,4,0,1,1,4,4
net.sf.jabref.model.database.event.AutosaveEvent,2,0,0,0,0,0,n/a,0,0,0
net.sf.jabref.model.database.event.BibDatabaseContextChangedEvent,5,0,0,0,0,3,n/a,0,0,0
net.sf.jabref.model.database.event.ChangePropagation,2,2,n/a,0,n/a,n/a,n/a,0,0,0
net.sf.jabref.model.database.event.EntryAddedEvent,12,8,2,0,2,0,1,1.5,4,2
net.sf.jabref.model.database.event.EntryRemovedEvent,10,8,2,0,2,0,1,1.5,4,2
net.sf.jabref.model.entry.Author,13,21,0,3,129,0,3.19,0.69,16,51
net.sf.jabref.model.entry.AuthorList,45,38,0,1,152,0,2.56,1.04,31,69
net.sf.jabref.model.entry.AuthorListParser,2,19,0,1,79,0,15.5,1.5,6,62
net.sf.jabref.model.entry.BibEntry,359,84,0,8,231,1,1.64,1.03,98,108
net.sf.jabref.model.entry.BibEntry.GetFieldInterface,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a
net.sf.jabref.model.entry.BibLatexEntryType,2,18,0,3,n/a,34,1.22,0.44,10,11
net.sf.jabref.model.entry.BibLatexEntryTypes,6,36,0,1,152,0,1,1,2,87
net.sf.jabref.model.entry.BibtexEntryType,3,18,0,3,n/a,19,1,0.44,10,9
net.sf.jabref.model.entry.BibtexEntryTypes,12,16,0,1,36,0,1,1,2,15
net.sf.jabref.model.entry.BibtexSingleField,6,33,0,5,19,0,1.09,0.91,22,24
net.sf.jabref.model.entry.BibtexSingleField.Flag,1,4,n/a,0,n/a,n/a,n/a,0,0,0
net.sf.jabref.model.entry.BibtexString,20,20,0,1,17,0,1.21,0.5,15,17
net.sf.jabref.model.entry.BibtexString.Type,2,7,n/a,1,n/a,n/a,3,1,3,6
net.sf.jabref.model.entry.CanonicalBibtexEntry,1,1,0,1,23,0,4,1,4,4
net.sf.jabref.model.entry.CustomEntryType,11,26,0,1,47,0,1.29,0.93,16,18
net.sf.jabref.model.entry.EntryConverter,4,3,0,0,14,0,n/a,0,0,0
net.sf.jabref.model.entry.EntryLinkList,5,3,0,1,9,0,2,1.5,3,4
net.sf.jabref.model.entry.EntryType,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,7,n/a
net.sf.jabref.model.entry.FieldName,159,131,0,3,17,0,1.25,0.75,5,5
net.sf.jabref.model.entry.FieldProperty,19,26,n/a,0,n/a,n/a,n/a,0,0,0
net.sf.jabref.model.entry.FileField,11,7,0,5,64,0,3.43,1,11,24
net.sf.jabref.model.entry.IEEETranEntryTypes,6,6,0,0,11,0,1,0,1,5
net.sf.jabref.model.entry.IdGenerator,26,4,0,1,5,0,1,0,2,2
net.sf.jabref.model.entry.InternalBibtexFields,39,36,0,3,261,0,2.67,0.76,35,56
net.sf.jabref.model.entry.Keyword,9,16,1,1,7,0,1.4,0.6,6,7
net.sf.jabref.model.entry.KeywordList,10,26,0,2,49,0,1.36,0.76,27,34
net.sf.jabref.model.entry.MonthUtil,14,6,0,1,11,0,2.75,1,7,11
net.sf.jabref.model.entry.MonthUtil.Month,14,8,0,1,0,1,1,3,2,2
net.sf.jabref.model.entry.MonthUtil.UnknownMonth,2,10,1,1,1,0,1,0,3,2
net.sf.jabref.model.entry.ParsedEntryLink,6,11,0,1,9,0,1.25,0.62,10,10
net.sf.jabref.model.entry.ParsedFileField,14,13,0,4,11,0,1.44,0.78,9,13
net.sf.jabref.model.entry.SharedBibEntryData,5,7,0,2,0,0,1,0.4,5,5
net.sf.jabref.model.entry.event.EntryChangedEvent,9,8,2,0,2,1,1,1.5,4,2
net.sf.jabref.model.entry.event.EntryEvent,16,6,1,2,n/a,3,1,0.75,4,4
net.sf.jabref.model.entry.event.EntryEventSource,12,4,n/a,0,n/a,n/a,n/a,0,0,0
net.sf.jabref.model.entry.event.FieldChangedEvent,11,18,3,3,8,0,1,1.71,13,7
net.sf.jabref.model.entry.specialfields.SpecialField,17,18,n/a,5,n/a,n/a,2,0.62,11,16
net.sf.jabref.model.entry.specialfields.SpecialFieldValue,8,20,n/a,1,n/a,n/a,1,0.33,3,3
net.sf.jabref.model.groups.AbstractGroup,27,24,0,12,n/a,3,1.45,0.63,19,16
net.sf.jabref.model.groups.AllEntriesGroup,10,35,1,8,5,0,1,0.42,14,12
net.sf.jabref.model.groups.EntriesGroupChange,14,9,0,3,5,0,1,1,6,6
net.sf.jabref.model.groups.ExplicitGroup,13,62,2,3,31,0,1.3,0.5,17,13
net.sf.jabref.model.groups.GroupHierarchyType,13,4,n/a,1,n/a,n/a,2,1,2,2
net.sf.jabref.model.groups.GroupTreeNode,39,60,1,2,61,0,2.05,0.74,36,39
net.sf.jabref.model.groups.GroupsUtil,6,3,0,3,32,0,3.33,2.67,8,10
net.sf.jabref.model.groups.KeywordGroup,15,52,1,4,98,1,2.52,0.86,38,53
net.sf.jabref.model.groups.MoveGroupChange,5,9,0,4,0,0,1,0.8,5,5
net.sf.jabref.model.groups.SearchGroup,11,44,1,8,33,0,1.12,0.56,27,18
net.sf.jabref.model.groups.TreeNode,21,40,0,1,n/a,2,1.83,0.62,37,66
net.sf.jabref.model.groups.event.GroupUpdatedEvent,3,3,1,1,0,0,1,0.5,2,2
net.sf.jabref.model.metadata.FileDirectoryPreferences,15,9,0,3,3,0,1,0.8,5,5
net.sf.jabref.model.metadata.MetaData,53,57,0,2,69,0,1.15,0.56,44,39
net.sf.jabref.model.metadata.SaveOrderConfig,8,15,0,2,54,0,1.73,0.64,13,19
net.sf.jabref.model.metadata.SaveOrderConfig.SortCriterion,4,8,0,0,13,0,1.33,0.83,6,8
net.sf.jabref.model.metadata.event.MetaDataChangedEvent,3,3,1,1,0,0,1,0.5,2,2
net.sf.jabref.model.search.GroupSearchQuery,5,12,0,1,9,0,1.29,0.57,9,9
net.sf.jabref.model.search.SearchMatcher,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a
net.sf.jabref.model.search.matchers.AndMatcher,4,7,1,1,2,0,3,1,2,3
net.sf.jabref.model.search.matchers.MatcherSet,6,6,0,1,n/a,2,1.5,0.5,4,6
net.sf.jabref.model.search.matchers.MatcherSets,6,1,0,1,0,0,2,1,1,2
net.sf.jabref.model.search.matchers.MatcherSets.MatcherType,3,2,n/a,0,n/a,n/a,n/a,0,0,0
net.sf.jabref.model.search.matchers.NotMatcher,3,4,0,1,2,0,1,1,3,2
net.sf.jabref.model.search.matchers.OrMatcher,4,7,1,1,1,0,3,1,2,3
net.sf.jabref.model.search.rules.ContainBasedSearchRule,7,7,0,2,12,0,2.5,1,8,10
net.sf.jabref.model.search.rules.GrammarBasedSearchRule,10,16,0,1,26,0,1.11,1,22,10
net.sf.jabref.model.search.rules.GrammarBasedSearchRule.BibtexSearchVisitor,12,36,2,5,26,0,1.43,1.57,18,10
net.sf.jabref.model.search.rules.GrammarBasedSearchRule.Comparator,5,7,0,1,31,17,4,1.75,9,16
net.sf.jabref.model.search.rules.GrammarBasedSearchRule.ComparisonOperator,3,4,n/a,1,n/a,n/a,3,1,1,3
net.sf.jabref.model.search.rules.GrammarBasedSearchRule.ThrowingErrorListener,1,11,1,1,0,0,1,6,2,1
net.sf.jabref.model.search.rules.RegexBasedSearchRule,4,7,0,1,10,0,2.5,1,7,10
net.sf.jabref.model.search.rules.SearchRule,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2,n/a
net.sf.jabref.model.search.rules.SearchRules,7,2,0,1,3,0,2.5,2.5,7,5
net.sf.jabref.model.search.rules.SentenceAnalyzer,3,5,0,1,12,0,4.5,0.5,2,9
net.sf.jabref.model.strings.HTMLUnicodeConversionMaps,6,10,0,1,32,0,10,1,1,10
net.sf.jabref.model.strings.LatexToUnicode,4,11,0,1,81,0,27,1,2,27
net.sf.jabref.model.strings.StringUtil,62,41,0,27,168,0,2.92,1.51,41,108
net.sf.jabref.model.strings.UnicodeToReadableCharMap,1,1,0,0,228,0,1,0,1,1
net.sf.jabref.pdfimport.ImportDialog,8,20,0,3,117,0,2.2,0.33,23,22
net.sf.jabref.pdfimport.PdfFileFilter,1,3,0,1,8,0,1.33,1,3,4
net.sf.jabref.pdfimport.PdfImporter,36,12,0,1,111,0,3.86,1.57,70,27
net.sf.jabref.pdfimport.PdfImporter.ImportPdfFilesResult,4,5,0,2,0,0,1,0.67,3,3
net.sf.jabref.preferences.CustomImportList,6,8,0,2,25,0,1.67,0.5,13,10
net.sf.jabref.preferences.HighlightMatchingGroupPreferences,3,11,0,1,9,0,1,0.14,9,7
net.sf.jabref.preferences.JabRefPreferences,216,359,0,4,600,0,1.47,0.69,158,113
net.sf.jabref.preferences.JabRefPreferencesFilter,4,4,0,1,13,0,1,0.33,5,3
net.sf.jabref.preferences.JabRefPreferencesFilter.PreferenceOption,4,14,0,4,13,0,1.3,0.5,10,13
net.sf.jabref.preferences.JabRefPreferencesFilter.PreferenceType,1,3,n/a,0,n/a,n/a,n/a,0,0,0
net.sf.jabref.preferences.LastFocusedTabPreferences,2,4,0,1,6,0,1.67,1,5,5
net.sf.jabref.preferences.PreviewPreferences,7,14,0,7,9,0,1,0.75,9,8
net.sf.jabref.preferences.PreviewPreferences.Builder,4,13,0,1,9,0,1.14,0.86,14,8
net.sf.jabref.preferences.SearchPreferences,6,27,0,1,31,0,1,0.56,25,18
net.sf.jabref.preferences.VersionPreferences,4,3,0,1,0,0,1,0.5,2,2
net.sf.jabref.shared.DBMSConnection,10,7,0,3,21,0,1.5,0.25,20,6
net.sf.jabref.shared.DBMSConnectionProperties,10,25,0,1,46,0,1.28,0.83,29,23
net.sf.jabref.shared.DBMSProcessor,14,30,0,6,n/a,3,2,0.65,46,48
net.sf.jabref.shared.DBMSSynchronizer,36,36,0,1,129,0,2.16,0.76,74,54
net.sf.jabref.shared.DBMSType,7,13,n/a,4,n/a,n/a,1,1.33,6,6
net.sf.jabref.shared.MySQLProcessor,2,30,1,2,7,0,1,0.67,4,3
net.sf.jabref.shared.OracleProcessor,7,36,1,2,29,0,1,0.5,15,6
net.sf.jabref.shared.PostgreSQLProcessor,7,36,1,1,48,0,1.14,0.57,26,8
net.sf.jabref.shared.event.ConnectionLostEvent,3,3,0,1,0,0,1,0.5,2,2
net.sf.jabref.shared.event.SharedEntryNotPresentEvent,3,3,0,1,0,0,1,0.5,2,2
net.sf.jabref.shared.event.UpdateRefusedEvent,4,7,0,3,0,0,1,0.75,4,4
net.sf.jabref.shared.exception.DatabaseNotSupportedException,3,1,0,0,1,0,1,0,1,1
net.sf.jabref.shared.exception.InvalidDBMSConnectionPropertiesException,3,1,0,0,1,0,1,0,1,1
net.sf.jabref.shared.exception.NotASharedDatabaseException,1,1,0,0,1,0,1,0,1,1
net.sf.jabref.shared.exception.OfflineLockException,3,5,0,2,1,0,1,0.67,3,3
net.sf.jabref.shared.exception.SharedEntryNotPresentException,1,3,0,1,1,0,1,0.5,2,2
net.sf.jabref.shared.listener.OracleNotificationListener,4,4,0,1,1,0,1,1,3,2
net.sf.jabref.shared.listener.PostgresSQLNotificationListener,3,4,0,1,2,0,1.5,2,3,3
net.sf.jabref.shared.prefs.SharedDatabasePreferences,9,32,0,2,47,0,1,0.48,33,21
net.sf.jabref.shared.security.Password,3,8,0,2,17,0,1,0.75,4,4
osx.macadapter.MacAdapter,1,12,0,1,20,0,2,1.17,20,12
