Chidamber-Kemerer metrics,Mon, 18 May 2020 19:36:03 CEST,,,,,,,,
Class,CBO,CSOA,DIT,LCOM,MPC,NOC,OCavg,OPavg,RFC,WMC
net.sf.jabref.gui.util.component.JTextFieldWithUnfocusedText,1,5,0,3,24,0,1.25,1,4,5
net.sf.jabref.gui.util.component.OverlayPanel,1,3,0,1,14,0,1.5,1.5,2,3
net.sf.jabref.gui.util.component.VerticalLabelUI,1,15,0,5,23,0,1.27,2,11,14
net.sf.jabref.gui.worker.AbstractWorker,26,8,0,4,n/a,21,1,0,7,5
net.sf.jabref.gui.worker.CallBack,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a
net.sf.jabref.gui.worker.MarkEntriesAction,12,18,1,3,33,0,2,0.6,21,10
net.sf.jabref.gui.worker.SendAsEMailAction,11,14,1,1,43,0,3.33,0.33,21,10
net.sf.jabref.gui.worker.VersionWorker,5,8,0,1,18,0,3,1.33,12,9
net.sf.jabref.gui.worker.Worker,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a
net.sf.jabref.importer.AppendDatabaseAction,30,9,0,1,65,0,5,3.25,53,20
net.sf.jabref.importer.AutosaveStartupPrompter,11,4,0,1,30,0,5,1,14,10
net.sf.jabref.importer.CheckForNewEntryTypesAction,13,4,0,2,35,0,3.5,1.5,14,7
net.sf.jabref.importer.ConvertLegacyExplicitGroups,11,5,0,1,27,0,3.33,1.33,12,10
net.sf.jabref.importer.CustomImportList,6,8,0,2,19,0,1.5,0.5,13,9
net.sf.jabref.importer.CustomImporter,6,23,0,1,21,0,1,0.58,19,19
net.sf.jabref.importer.DatabaseFileLookup,11,5,0,2,18,0,2,1,12,6
net.sf.jabref.importer.EntryFromExternalFileCreator,4,16,1,1,8,0,1.25,0.75,8,5
net.sf.jabref.importer.EntryFromFileCreator,15,14,0,3,n/a,2,2.67,1.25,27,24
net.sf.jabref.importer.EntryFromFileCreatorManager,14,8,0,1,48,0,3.33,1.86,21,30
net.sf.jabref.importer.EntryFromPDFCreator,13,19,1,5,44,0,2,0.86,26,14
net.sf.jabref.importer.HandleDuplicateWarnings,6,4,0,2,6,0,1.5,1.5,5,3
net.sf.jabref.importer.ImportCustomizationDialog,17,10,0,3,12,0,3,1,34,15
net.sf.jabref.importer.ImportCustomizationDialog.ImportTableModel,6,6,0,2,12,0,1.8,0.8,10,9
net.sf.jabref.importer.ImportFileFilter,2,9,0,2,12,0,1.71,0.57,9,12
net.sf.jabref.importer.ImportFormatReader,35,10,0,2,23,0,2.43,0.71,26,17
net.sf.jabref.importer.ImportFormatReader.UnknownFormatImport,5,3,0,0,0,0,1,2,1,1
net.sf.jabref.importer.ImportFormats,12,3,0,1,38,0,3.75,1.5,8,15
net.sf.jabref.importer.ImportInspectionCommandLine,6,7,0,1,11,0,1.17,1.67,6,7
net.sf.jabref.importer.ImportInspector,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2,n/a
net.sf.jabref.importer.ImportMenuItem,21,9,0,3,75,0,3.2,1.6,26,16
net.sf.jabref.importer.ImportMenuItem.MyWorker,15,14,1,1,53,0,5.67,0,31,17
net.sf.jabref.importer.OAI2Handler,2,11,0,1,42,0,3.33,1.83,8,20
net.sf.jabref.importer.OpenDatabaseAction,40,17,1,1,155,0,4.7,2.1,71,47
net.sf.jabref.importer.OutputPrinter,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3,n/a
net.sf.jabref.importer.ParserResult,56,38,0,9,14,0,1.07,0.48,31,29
net.sf.jabref.importer.PostOpenAction,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2,n/a
net.sf.jabref.importer.UnlinkedFilesCrawler,5,5,0,1,19,0,3.67,2.33,7,11
net.sf.jabref.importer.UnlinkedPDFFileFilter,4,4,0,1,2,0,1,1.5,4,2
net.sf.jabref.importer.ZipFileChooser,6,4,0,2,10,0,2.33,1,20,7
net.sf.jabref.importer.ZipFileChooser.ZipFileChooserTableModel,3,10,0,2,10,0,1.43,0.86,8,10
net.sf.jabref.importer.fetcher.ACMPortalFetcher,17,59,0,5,158,0,2.62,1.31,35,42
net.sf.jabref.importer.fetcher.ADSFetcher,10,14,0,4,63,0,1.75,1.12,20,14
net.sf.jabref.importer.fetcher.BibsonomyScraper,6,4,0,1,21,0,2,1,10,2
net.sf.jabref.importer.fetcher.CiteSeerXFetcher,9,25,0,4,41,0,2.25,0.88,18,18
net.sf.jabref.importer.fetcher.CrossRef,6,9,0,1,46,0,2.2,1.6,24,11
net.sf.jabref.importer.fetcher.CrossrefFetcherEvaluator,8,1,0,1,37,0,3.5,1,7,7
net.sf.jabref.importer.fetcher.DBLPFetcher,10,18,0,4,33,0,2.33,0.5,16,14
net.sf.jabref.importer.fetcher.DBLPHelper,4,6,0,2,23,0,1.33,1,5,4
net.sf.jabref.importer.fetcher.DBLPHelper.DBLPQueryCleaner,1,1,0,1,4,0,1,1,1,1
net.sf.jabref.importer.fetcher.DOAJFetcher,8,15,0,4,39,0,2.6,0.6,25,13
net.sf.jabref.importer.fetcher.DOItoBibTeXFetcher,18,17,0,5,41,0,1.78,0.89,29,16
net.sf.jabref.importer.fetcher.DiVAtoBibTeXFetcher,14,14,0,5,26,0,1.6,0.6,20,8
net.sf.jabref.importer.fetcher.EntryFetcher,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4,n/a
net.sf.jabref.importer.fetcher.EntryFetchers,19,3,0,1,16,0,1,0.5,5,2
net.sf.jabref.importer.fetcher.GVKFetcher,9,15,0,5,47,0,2.25,0.62,15,18
net.sf.jabref.importer.fetcher.GVKParser,3,8,0,1,153,0,12.57,1.43,13,88
net.sf.jabref.importer.fetcher.GeneralFetcher,20,91,3,3,3,0,2.86,0.43,42,20
net.sf.jabref.importer.fetcher.GeneralFetcher.EntryFetcherComparator,2,1,0,1,3,0,1,2,2,1
net.sf.jabref.importer.fetcher.GeneralFetcher.FetcherAction,10,2,0,1,19,0,2.5,0.5,15,5
net.sf.jabref.importer.fetcher.GoogleScholarFetcher,12,38,0,7,105,0,2.71,0.93,34,38
net.sf.jabref.importer.fetcher.IEEEXploreFetcher,17,39,0,2,284,0,5.7,0.9,43,57
net.sf.jabref.importer.fetcher.INSPIREBibtexFilterReader,1,9,0,1,13,0,3.5,0.5,4,14
net.sf.jabref.importer.fetcher.INSPIREFetcher,10,14,0,4,32,0,1.14,0.86,19,8
net.sf.jabref.importer.fetcher.ISBNtoBibTeXFetcher,12,14,0,5,28,0,1.8,0.6,18,9
net.sf.jabref.importer.fetcher.MedlineFetcher,11,22,0,4,1,0,3.12,1.12,22,25
net.sf.jabref.importer.fetcher.MedlineFetcher.SearchResult,1,5,0,1,1,0,2,1,1,2
net.sf.jabref.importer.fetcher.OAI2Fetcher,12,34,0,3,71,0,1.92,1.08,27,23
net.sf.jabref.importer.fetcher.PreviewEntryFetcher,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4,n/a
net.sf.jabref.importer.fetcher.ScienceDirectFetcher,7,20,0,4,28,0,2,0.86,16,14
net.sf.jabref.importer.fetcher.SpringerFetcher,8,15,0,3,42,0,2.6,0.6,24,13
net.sf.jabref.importer.fileformat.BibTeXMLHandler,3,9,0,1,33,0,3,2,10,15
net.sf.jabref.importer.fileformat.BibTeXMLImporter,5,19,1,5,22,0,1.4,0.4,10,7
net.sf.jabref.importer.fileformat.BiblioscapeImporter,4,17,1,5,209,0,14.6,0.4,9,73
net.sf.jabref.importer.fileformat.BibtexImporter,6,19,1,6,29,0,2,0.71,11,14
net.sf.jabref.importer.fileformat.BibtexParser,30,50,0,1,288,0,3.42,0.5,73,137
net.sf.jabref.importer.fileformat.CopacImporter,4,20,1,6,76,0,4.14,0.86,12,29
net.sf.jabref.importer.fileformat.EndnoteImporter,6,22,1,6,112,0,8.57,0.43,13,60
net.sf.jabref.importer.fileformat.FreeCiteImporter,14,19,1,5,100,0,3.5,0.5,22,21
net.sf.jabref.importer.fileformat.ImportFormat,28,16,0,4,n/a,17,1.4,0.8,18,14
net.sf.jabref.importer.fileformat.InspecImporter,5,18,1,5,58,0,5,0.4,9,25
net.sf.jabref.importer.fileformat.IsiImporter,8,27,1,7,167,0,6,0.69,20,78
net.sf.jabref.importer.fileformat.JSONEntryParser,5,3,0,1,126,0,19.5,1,21,39
net.sf.jabref.importer.fileformat.MedlineHandler,5,68,0,1,140,0,20,2.17,10,120
net.sf.jabref.importer.fileformat.MedlineImporter,6,19,1,6,25,0,1.67,0.33,11,10
net.sf.jabref.importer.fileformat.MedlinePlainImporter,7,31,1,5,225,0,5.79,1.79,18,81
net.sf.jabref.importer.fileformat.MsBibImporter,4,17,1,5,10,0,1,0.4,8,5
net.sf.jabref.importer.fileformat.OvidImporter,7,26,1,5,156,0,7,0.5,11,42
net.sf.jabref.importer.fileformat.ParseException,13,2,0,0,2,0,1,1.5,2,2
net.sf.jabref.importer.fileformat.PdfContentImporter,13,32,1,6,181,0,6.07,0.57,31,85
net.sf.jabref.importer.fileformat.PdfXmpImporter,6,20,1,8,10,0,1,0.75,13,8
net.sf.jabref.importer.fileformat.RepecNepImporter,7,32,1,6,144,0,3.43,1,23,48
net.sf.jabref.importer.fileformat.RisImporter,9,18,1,5,134,0,12.2,0.4,11,61
net.sf.jabref.importer.fileformat.SilverPlatterImporter,5,18,1,5,102,0,7,0.4,9,35
net.sf.jabref.logic.CustomEntryTypesManager,10,3,0,2,12,0,2.5,1,7,5
net.sf.jabref.logic.TypedBibEntry,19,11,0,1,36,0,1.5,1.38,19,12
net.sf.jabref.logic.autocompleter.AbstractAutoCompleter,7,19,0,3,n/a,4,1.88,0.75,9,15
net.sf.jabref.logic.autocompleter.AutoCompleteFirstNameMode,3,3,n/a,0,n/a,n/a,n/a,0,0,0
net.sf.jabref.logic.autocompleter.AutoCompletePreferences,12,19,0,1,20,0,1,0.54,21,13
net.sf.jabref.logic.autocompleter.AutoCompleter,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,6,n/a
net.sf.jabref.logic.autocompleter.AutoCompleterFactory,11,5,0,1,9,0,2,1,9,6
net.sf.jabref.logic.autocompleter.AutoCompleters,8,5,0,1,6,1,1.5,1.25,6,6
net.sf.jabref.logic.autocompleter.BibtexKeyAutoCompleter,4,21,1,3,4,0,1.5,0.5,7,6
net.sf.jabref.logic.autocompleter.ContentAutoCompleters,9,8,1,1,11,0,1.67,1.67,9,5
net.sf.jabref.logic.autocompleter.DefaultAutoCompleter,4,22,1,2,7,0,1.67,1,6,5
net.sf.jabref.logic.autocompleter.EntireFieldAutoCompleter,4,21,1,2,6,1,1.33,1,6,4
net.sf.jabref.logic.autocompleter.JournalAutoCompleter,7,24,2,1,9,0,2,2,7,4
net.sf.jabref.logic.autocompleter.NameFieldAutoCompleter,7,32,1,2,41,0,3.33,1.11,22,30
net.sf.jabref.logic.auxparser.AuxParser,6,11,0,1,59,0,3,1.17,24,18
net.sf.jabref.logic.auxparser.AuxParserResult,5,17,0,1,40,0,1.27,0.18,13,14
net.sf.jabref.logic.bibtex.BibEntryWriter,16,11,0,1,60,0,2.44,2.67,24,22
net.sf.jabref.logic.bibtex.FieldContentParser,5,5,0,2,11,0,1.33,1.33,5,4
net.sf.jabref.logic.bibtex.LatexFieldFormatter,15,20,0,2,68,0,4.09,1.64,20,45
net.sf.jabref.logic.bibtex.comparator.BibtexStringComparator,3,3,0,1,10,0,3,1.5,4,6
net.sf.jabref.logic.bibtex.comparator.CrossRefEntryComparator,2,2,0,1,2,0,4,2,2,4
net.sf.jabref.logic.bibtex.comparator.EntryComparator,6,9,0,1,37,0,6.5,2.75,10,26
net.sf.jabref.logic.bibtex.comparator.FieldComparator,17,14,0,3,37,0,3.75,0.88,15,30
net.sf.jabref.logic.bibtex.comparator.FieldComparator.FieldType,1,5,n/a,0,n/a,n/a,n/a,0,0,0
net.sf.jabref.logic.bibtex.comparator.FieldComparatorStack,4,3,0,1,1,0,2,1.5,2,4
net.sf.jabref.logic.bibtex.comparator.IdComparator,2,1,0,1,3,0,1,2,2,1
net.sf.jabref.logic.cleanup.BiblatexCleanup,5,2,0,1,27,0,4,1,6,4
net.sf.jabref.logic.cleanup.CleanupJob,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a
net.sf.jabref.logic.cleanup.CleanupPreset,6,18,0,1,53,0,1.5,0.5,22,24
net.sf.jabref.logic.cleanup.CleanupPreset.CleanupStep,3,8,n/a,0,n/a,n/a,n/a,0,0,0
net.sf.jabref.logic.cleanup.CleanupWorker,15,7,0,1,27,0,3.25,1.25,21,13
net.sf.jabref.logic.cleanup.DoiCleanup,7,4,0,1,24,0,4,2,9,8
net.sf.jabref.logic.cleanup.FieldFormatterCleanup,9,12,0,1,18,0,1.78,0.78,17,16
net.sf.jabref.logic.cleanup.FileLinksCleanup,7,2,0,1,12,0,3,1,6,3
net.sf.jabref.logic.cleanup.MoveFilesCleanup,9,4,0,1,37,0,5,1,13,10
net.sf.jabref.logic.cleanup.RelativePathsCleanup,8,4,0,1,16,0,3,1,11,6
net.sf.jabref.logic.cleanup.RenamePdfCleanup,9,8,0,1,50,0,3.67,1.33,16,11
net.sf.jabref.logic.cleanup.UpgradePdfPsToFileCleanup,9,4,0,1,18,0,2.5,1,12,5
net.sf.jabref.logic.config.SaveOrderConfig,8,16,0,2,72,0,1.57,0.71,20,22
net.sf.jabref.logic.config.SaveOrderConfig.SortCriterion,3,8,0,0,13,0,1.33,0.83,6,8
net.sf.jabref.logic.error.StreamEavesdropper,3,10,0,1,6,0,1,0.33,7,6
net.sf.jabref.logic.error.TeeStream,1,4,0,1,5,0,1,1.67,3,3
net.sf.jabref.logic.formatter.Formatter,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,7,n/a
net.sf.jabref.logic.formatter.Formatters,24,4,0,0,6,0,n/a,0,0,0
net.sf.jabref.logic.formatter.IdentityFormatter,3,14,0,5,5,0,1,0.29,10,7
net.sf.jabref.logic.formatter.bibtexfields.ClearFormatter,4,12,0,5,3,0,1,0.2,6,5
net.sf.jabref.logic.formatter.bibtexfields.HtmlToLatexFormatter,10,20,0,5,82,0,3.33,0.5,10,20
net.sf.jabref.logic.formatter.bibtexfields.HtmlToUnicodeFormatter,4,13,0,5,3,0,1,0.2,7,5
net.sf.jabref.logic.formatter.bibtexfields.LatexCleanupFormatter,4,12,0,5,12,0,1,0.2,6,5
net.sf.jabref.logic.formatter.bibtexfields.NormalizeDateFormatter,4,15,0,5,13,0,1.25,0.38,11,10
net.sf.jabref.logic.formatter.bibtexfields.NormalizeMonthFormatter,7,12,0,5,5,0,1.2,0.2,8,6
net.sf.jabref.logic.formatter.bibtexfields.NormalizeNamesFormatter,6,12,0,5,4,0,1,0.2,8,5
net.sf.jabref.logic.formatter.bibtexfields.NormalizePagesFormatter,5,18,0,5,17,0,1.43,0.29,11,10
net.sf.jabref.logic.formatter.bibtexfields.OrdinalsToSuperscriptFormatter,4,14,0,5,7,0,1.2,0.2,6,6
net.sf.jabref.logic.formatter.bibtexfields.RemoveBracesFormatter,4,13,0,5,12,0,2,0.33,7,12
net.sf.jabref.logic.formatter.bibtexfields.UnicodeToLatexFormatter,8,14,0,5,27,0,2.6,0.2,8,13
net.sf.jabref.logic.formatter.bibtexfields.UnitsToLatexFormatter,11,16,0,5,11,0,1.67,0.5,7,10
net.sf.jabref.logic.formatter.casechanger.CapitalizeFormatter,5,12,0,5,6,0,1,0.2,9,5
net.sf.jabref.logic.formatter.casechanger.CaseKeeperList,2,7,0,1,2,0,2,0,2,4
net.sf.jabref.logic.formatter.casechanger.LowerCaseFormatter,6,14,0,5,8,0,1,0.29,13,7
net.sf.jabref.logic.formatter.casechanger.ProtectTermsFormatter,11,13,0,5,8,0,1.33,0.5,8,8
net.sf.jabref.logic.formatter.casechanger.SentenceCaseFormatter,7,12,0,5,8,0,1,0.2,10,5
net.sf.jabref.logic.formatter.casechanger.Title,7,6,0,1,20,0,1.4,0.2,6,7
net.sf.jabref.logic.formatter.casechanger.TitleCaseFormatter,6,12,0,5,23,0,1.4,0.2,11,7
net.sf.jabref.logic.formatter.casechanger.TitleParser,3,6,0,1,19,0,2.75,0.75,5,11
net.sf.jabref.logic.formatter.casechanger.UpperCaseFormatter,5,12,0,5,6,0,1,0.2,9,5
net.sf.jabref.logic.formatter.casechanger.Word,9,11,0,3,20,0,2,0.25,8,16
net.sf.jabref.logic.formatter.minifier.MinifyNameListFormatter,4,13,0,5,9,0,1.83,0.33,7,11
net.sf.jabref.logic.fulltext.ACS,4,4,0,1,17,0,3,1,9,3
net.sf.jabref.logic.fulltext.ArXiv,4,5,0,1,57,0,4.5,1,9,9
net.sf.jabref.logic.fulltext.DoiResolution,5,3,0,1,25,0,6,1,14,6
net.sf.jabref.logic.fulltext.FindFullText,13,5,0,1,26,0,2,0.67,12,6
net.sf.jabref.logic.fulltext.FullTextFinder,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a
net.sf.jabref.logic.fulltext.GoogleScholar,3,5,0,1,20,0,5,1,11,5
net.sf.jabref.logic.fulltext.IEEE,5,7,0,1,37,0,8,1,5,8
net.sf.jabref.logic.fulltext.MimeTypeDetector,2,3,0,1,11,0,1,1,4,2
net.sf.jabref.logic.fulltext.ScienceDirect,4,6,0,1,33,0,3.5,1,22,7
net.sf.jabref.logic.fulltext.SpringerLink,4,6,0,1,24,0,3,1,12,3
net.sf.jabref.logic.groups.AbstractGroup,29,27,0,15,n/a,3,1.75,0.59,26,21
net.sf.jabref.logic.groups.AllEntriesGroup,13,40,1,10,6,0,1.07,0.33,17,16
net.sf.jabref.logic.groups.EntriesGroupChange,14,9,0,3,5,0,1,1,6,6
net.sf.jabref.logic.groups.ExplicitGroup,14,70,2,4,60,0,1.47,0.4,29,22
net.sf.jabref.logic.groups.GroupHierarchyType,13,4,n/a,1,n/a,n/a,2,1,2,2
net.sf.jabref.logic.groups.GroupTreeNode,43,61,1,3,62,0,2,0.75,38,40
net.sf.jabref.logic.groups.GroupsParser,5,1,0,1,13,0,6,1,8,6
net.sf.jabref.logic.groups.GroupsUtil,6,3,0,3,29,0,3.67,2.67,10,11
net.sf.jabref.logic.groups.KeywordGroup,19,57,1,4,149,1,2.64,0.88,51,66
net.sf.jabref.logic.groups.MoveGroupChange,5,9,0,4,0,0,1,0.8,5,5
net.sf.jabref.logic.groups.SearchGroup,13,45,1,7,79,0,1.33,0.56,39,24
net.sf.jabref.logic.groups.TreeNode,22,40,0,1,n/a,2,1.83,0.62,37,66
net.sf.jabref.logic.groups.UnsupportedVersionException,1,1,0,0,3,0,1,2,2,1
net.sf.jabref.logic.integrity.ISSNChecker,5,3,0,1,14,0,8,1,5,8
net.sf.jabref.logic.integrity.IntegrityCheck,19,4,0,1,9,0,2,0.67,23,6
net.sf.jabref.logic.integrity.IntegrityCheck.AbbreviationChecker,5,4,0,1,8,0,2,1,5,4
net.sf.jabref.logic.integrity.IntegrityCheck.AuthorNameChecker,7,2,0,1,17,0,6,1,6,6
net.sf.jabref.logic.integrity.IntegrityCheck.BibStringChecker,5,3,0,1,10,0,4,1,4,4
net.sf.jabref.logic.integrity.IntegrityCheck.BiblatexPagesChecker,5,4,0,1,11,0,3,1,4,3
net.sf.jabref.logic.integrity.IntegrityCheck.BooktitleChecker,5,2,0,1,9,0,3,1,4,3
net.sf.jabref.logic.integrity.IntegrityCheck.BracketChecker,5,4,0,1,11,0,4,1,5,8
net.sf.jabref.logic.integrity.IntegrityCheck.Checker,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a
net.sf.jabref.logic.integrity.IntegrityCheck.FileChecker,10,4,0,1,21,0,2.5,1,8,5
net.sf.jabref.logic.integrity.IntegrityCheck.HTMLCharacterChecker,5,3,0,1,9,0,3,1,4,3
net.sf.jabref.logic.integrity.IntegrityCheck.PagesChecker,5,4,0,1,11,0,3,1,4,3
net.sf.jabref.logic.integrity.IntegrityCheck.TitleChecker,5,4,0,1,17,0,6,1,4,6
net.sf.jabref.logic.integrity.IntegrityCheck.TypeChecker,5,2,0,1,8,0,3,1,5,3
net.sf.jabref.logic.integrity.IntegrityCheck.UrlChecker,5,2,0,1,8,0,3,1,4,3
net.sf.jabref.logic.integrity.IntegrityCheck.YearChecker,5,3,0,1,11,0,3,1,4,3
net.sf.jabref.logic.integrity.IntegrityMessage,18,9,0,3,4,0,1,0.5,7,6
net.sf.jabref.logic.journals.Abbreviation,10,12,0,1,25,0,1.56,0.56,9,14
net.sf.jabref.logic.journals.AbbreviationParser,4,8,0,1,26,0,1.67,1,10,10
net.sf.jabref.logic.journals.JournalAbbreviationLoader,26,13,0,1,37,0,1.62,0.62,20,13
net.sf.jabref.logic.journals.JournalAbbreviationRepository,10,15,0,2,64,0,1.7,0.8,16,17
net.sf.jabref.logic.l10n.EncodingControl,1,3,0,1,7,0,2.5,3,2,5
net.sf.jabref.logic.l10n.Encodings,4,2,0,0,15,0,n/a,0,0,0
net.sf.jabref.logic.l10n.Languages,2,2,0,1,28,0,4,1,1,4
net.sf.jabref.logic.l10n.Localization,378,10,0,1,28,0,2.2,2,14,11
net.sf.jabref.logic.l10n.LocalizationKey,2,5,0,1,13,0,1,0.25,4,4
net.sf.jabref.logic.l10n.LocalizationKeyParams,2,4,0,1,7,0,2,1,4,4
net.sf.jabref.logic.labelpattern.AbstractLabelPattern,7,13,0,1,n/a,2,1.5,0.73,12,15
net.sf.jabref.logic.labelpattern.DatabaseLabelPattern,5,14,1,1,2,0,1,1,3,1
net.sf.jabref.logic.labelpattern.GlobalLabelPattern,5,14,1,1,1,0,1,1,2,1
net.sf.jabref.logic.labelpattern.LabelPatternUtil,27,43,0,2,500,0,6.5,1.36,68,234
net.sf.jabref.logic.layout.AbstractParamLayoutFormatter,6,4,0,1,n/a,5,9,1,1,9
net.sf.jabref.logic.layout.Layout,15,9,0,2,21,0,3.5,1.67,15,21
net.sf.jabref.logic.layout.LayoutEntry,77,21,0,1,112,0,11.62,1.69,34,151
net.sf.jabref.logic.layout.LayoutFormatter,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a
net.sf.jabref.logic.layout.LayoutHelper,9,27,0,2,67,0,5.17,0.42,14,62
net.sf.jabref.logic.layout.ParamLayoutFormatter,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a
net.sf.jabref.logic.layout.StringInt,4,3,0,0,0,0,1,2,1,1
net.sf.jabref.logic.layout.format.AuthorAbbreviator,4,2,0,1,2,0,1,1,3,1
net.sf.jabref.logic.layout.format.AuthorAndsCommaReplacer,3,2,0,1,7,0,5,1,1,5
net.sf.jabref.logic.layout.format.AuthorAndsReplacer,3,2,0,1,7,0,6,1,1,6
net.sf.jabref.logic.layout.format.AuthorFirstAbbrLastCommas,3,2,0,1,1,0,1,1,2,1
net.sf.jabref.logic.layout.format.AuthorFirstAbbrLastOxfordCommas,3,2,0,1,1,0,1,1,2,1
net.sf.jabref.logic.layout.format.AuthorFirstFirst,3,2,0,1,1,0,1,1,2,1
net.sf.jabref.logic.layout.format.AuthorFirstFirstCommas,3,2,0,1,1,0,1,1,2,1
net.sf.jabref.logic.layout.format.AuthorFirstLastCommas,3,2,0,1,1,0,1,1,2,1
net.sf.jabref.logic.layout.format.AuthorFirstLastOxfordCommas,3,2,0,1,1,0,1,1,2,1
net.sf.jabref.logic.layout.format.AuthorLF_FF,3,2,0,1,2,0,1,1,3,1
net.sf.jabref.logic.layout.format.AuthorLF_FFAbbr,3,2,0,1,2,0,1,1,3,1
net.sf.jabref.logic.layout.format.AuthorLastFirst,3,2,0,1,1,0,1,1,2,1
net.sf.jabref.logic.layout.format.AuthorLastFirstAbbrCommas,3,2,0,1,1,0,1,1,2,1
net.sf.jabref.logic.layout.format.AuthorLastFirstAbbrOxfordCommas,3,2,0,1,1,0,1,1,2,1
net.sf.jabref.logic.layout.format.AuthorLastFirstAbbreviator,3,2,0,1,1,0,1,1,2,1
net.sf.jabref.logic.layout.format.AuthorLastFirstCommas,3,2,0,1,1,0,1,1,2,1
net.sf.jabref.logic.layout.format.AuthorLastFirstOxfordCommas,3,2,0,1,1,0,1,1,2,1
net.sf.jabref.logic.layout.format.AuthorNatBib,3,2,0,1,1,0,1,1,2,1
net.sf.jabref.logic.layout.format.AuthorOrgSci,4,2,0,1,11,0,3,1,7,3
net.sf.jabref.logic.layout.format.Authors,4,37,1,1,118,0,11.4,1.8,14,57
net.sf.jabref.logic.layout.format.CompositeFormat,2,6,0,1,3,0,1.5,1,5,6
net.sf.jabref.logic.layout.format.CreateBibORDFAuthors,3,3,0,1,17,0,2.5,2,2,5
net.sf.jabref.logic.layout.format.CreateDocBookAuthors,6,4,0,1,46,1,4,2,10,8
net.sf.jabref.logic.layout.format.CreateDocBookEditors,2,4,1,1,3,0,1,1,3,1
net.sf.jabref.logic.layout.format.CurrentDate,2,3,0,1,4,0,2,1,1,2
net.sf.jabref.logic.layout.format.DOICheck,3,2,0,1,5,0,3,1,2,3
net.sf.jabref.logic.layout.format.DOIStrip,3,2,0,1,3,0,2,1,2,2
net.sf.jabref.logic.layout.format.Default,2,5,0,1,1,0,1.5,1,2,3
net.sf.jabref.logic.layout.format.FileLink,7,6,0,1,17,0,5,1,9,10
net.sf.jabref.logic.layout.format.FirstPage,3,2,0,1,1,0,3,1,1,3
net.sf.jabref.logic.layout.format.FormatPagesForHTML,2,2,0,1,1,0,1,1,1,1
net.sf.jabref.logic.layout.format.FormatPagesForXML,2,2,0,1,1,0,1,1,1,1
net.sf.jabref.logic.layout.format.GetOpenOfficeType,4,2,0,1,14,0,15,1,1,15
net.sf.jabref.logic.layout.format.HTMLChars,5,4,0,1,61,0,17,1,3,34
net.sf.jabref.logic.layout.format.HTMLParagraphs,2,3,0,1,16,0,5,1,1,5
net.sf.jabref.logic.layout.format.IfPlural,3,6,1,1,3,0,2.5,1,3,5
net.sf.jabref.logic.layout.format.Iso690FormatDate,3,2,0,1,19,0,5,1,1,5
net.sf.jabref.logic.layout.format.Iso690NamesAuthors,3,2,0,1,40,0,10,1,1,10
net.sf.jabref.logic.layout.format.JournalAbbreviator,4,4,0,1,4,0,1,1,4,2
net.sf.jabref.logic.layout.format.LastPage,3,2,0,1,1,0,4,1,1,4
net.sf.jabref.logic.layout.format.LatexToUnicodeFormatter,11,14,0,5,55,0,5.6,0.2,7,28
net.sf.jabref.logic.layout.format.NameFormatter,9,10,0,2,31,0,4,1.4,9,20
net.sf.jabref.logic.layout.format.NoSpaceBetweenAbbreviations,2,2,0,1,1,0,1,1,1,1
net.sf.jabref.logic.layout.format.NotFoundFormatter,3,5,0,1,1,0,1,0.67,4,3
net.sf.jabref.logic.layout.format.Number,3,4,0,2,1,0,1,1,2,2
net.sf.jabref.logic.layout.format.Ordinal,2,3,0,1,8,0,7,1,1,7
net.sf.jabref.logic.layout.format.RTFChars,5,5,0,1,62,0,14.5,2,6,29
net.sf.jabref.logic.layout.format.RemoveBrackets,5,2,0,1,4,0,3,1,1,3
net.sf.jabref.logic.layout.format.RemoveBracketsAddComma,2,2,0,1,5,0,4,1,1,4
net.sf.jabref.logic.layout.format.RemoveLatexCommands,6,2,0,1,18,0,12,1,1,12
net.sf.jabref.logic.layout.format.RemoveTilde,3,2,0,1,6,0,4,1,1,4
net.sf.jabref.logic.layout.format.RemoveWhitespace,4,2,0,1,6,0,4,1,1,4
net.sf.jabref.logic.layout.format.Replace,3,6,1,1,2,0,2,1,3,4
net.sf.jabref.logic.layout.format.RisAuthors,5,5,0,1,7,0,2.5,1,3,5
net.sf.jabref.logic.layout.format.RisKeywords,4,2,0,1,6,0,4,1,2,4
